Player,Team,Position,Points,Games,Avg,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17
Marshawn Lynch,SEA,RB,302.3,16,18.9,25.4,16.3,27.8,,22.7,7.2,9.1,7.4,31.3,41.3,13.5,11.2,12.1,20.3,16.8,23.3,16.6
Emmanuel Sanders,DEN,WR,301.8,16,18.9,14.8,18.6,25.9,,17.9,6.8,13.1,39.6,25.1,24.2,21.2,23.8,13.3,10.9,8.3,25.0,13.3
Julio Jones,ATL,WR,297.4,15,19.8,16.6,21.8,37.1,14.2,21.5,10.9,10.6,9.8,,19.9,11.9,17.8,34.9,42.9,,17.7,9.8
Odell Beckham Jr.,NYG,WR,295.0,12,24.6,,,,,14.4,4.8,20.7,,23.6,18.9,15.3,36.4,16.4,30.9,42.3,34.8,36.5
Randall Cobb,GB,WR,293.4,16,18.3,17.8,23.5,5.9,30.3,12.4,16.9,24.3,23.6,,15.2,22.9,9.8,16.3,9.7,18.1,24.1,22.6
Matt Ryan,ATL,QB,284.0,16,17.8,31.4,10.0,23.6,20.1,14.6,12.7,11.8,15.7,,15.7,15.1,15.5,20.8,31.3,21.1,17.6,7.0
Ryan Tannehill,MIA,QB,279.4,16,17.5,12.9,12.7,13.1,20.6,,18.7,23.9,14.6,28.2,10.3,17.8,26.6,8.7,13.7,15.9,29.3,12.4
Tom Brady,NE,QB,278.3,16,17.4,10.3,10.0,12.7,4.4,21.0,30.7,22.4,34.2,27.7,,14.1,20.0,17.7,19.4,19.3,10.3,4.1
Jeremy Maclin,PHI,WR,276.8,16,17.3,19.7,14.5,29.4,9.7,18.6,3.6,,42.7,33.8,6.8,24.3,11.9,18.8,11.1,13.8,10.2,7.9
Arian Foster,HOU,RB,273.5,13,21.0,12.0,23.0,,13.1,31.2,29.1,19.5,39.3,19.9,,,,21.5,22.8,14.7,17.1,10.3
Eddie Lacy,GB,RB,272.6,16,17.0,7.5,8.1,3.5,12.9,28.2,4.0,16.3,26.2,,20.8,26.4,27.8,13.5,27.6,18.8,17.4,13.6
Eli Manning,NYG,QB,269.5,16,16.8,6.5,15.6,17.3,32.1,15.7,6.3,23.0,,22.2,11.3,5.2,23.5,9.9,12.4,22.0,27.3,19.2
Tony Romo,DAL,QB,266.4,15,17.8,9.2,11.0,16.1,24.5,19.0,15.9,21.7,12.5,,21.8,,24.8,3.9,20.0,20.5,27.5,18.0
Rob Gronkowski,NE,TE,266.4,15,17.8,14.0,7.2,13.4,11.1,22.0,16.4,11.8,41.9,25.5,,17.1,12.8,16.8,22.7,18.6,15.1,
Philip Rivers,LAC,QB,265.5,16,16.6,12.5,25.1,19.1,27.1,21.8,25.8,14.2,19.8,-2.2,,11.6,13.5,27.2,10.4,9.6,24.2,5.8
Joe Flacco,BAL,QB,262.4,16,16.4,16.5,14.9,11.3,25.4,7.4,32.2,14.7,5.0,18.3,10.6,,13.9,23.3,24.4,13.6,10.3,20.6
Alshon Jeffery,CHI,WR,261.6,16,16.4,12.1,7.7,19.8,15.1,21.7,18.6,2.9,16.9,,13.1,30.5,11.2,28.1,21.5,17.8,19.2,5.4
Golden Tate,DET,WR,259.1,16,16.2,15.7,10.7,10.1,19.6,26.4,11.4,31.4,28.1,,21.9,6.9,15.0,16.9,9.0,17.3,11.2,7.5
T.Y. Hilton,IND,WR,258.5,15,17.2,9.1,12.5,13.0,17.0,18.0,37.3,17.7,27.5,16.1,,5.4,23.7,17.2,35.0,9.0,,0.0
Jay Cutler,CHI,QB,255.6,15,17.0,18.0,25.5,16.4,17.1,21.8,21.6,7.9,21.7,,8.9,23.3,7.2,15.1,26.5,13.8,,10.8
Matthew Stafford,DET,QB,251.4,16,15.7,30.0,14.4,4.6,26.5,12.0,11.5,16.1,19.9,,17.1,5.3,10.4,21.6,24.2,10.3,5.9,21.6
Colin Kaepernick,SF,QB,250.5,16,15.7,17.1,12.3,19.2,20.5,13.8,29.4,14.3,,10.9,12.8,14.1,13.6,2.5,9.6,10.2,27.7,22.5
Jamaal Charles,KC,RB,250.4,15,16.7,7.4,2.2,,31.8,9.4,,18.7,25.1,16.8,20.8,29.8,22.2,15.9,25.1,6.3,10.7,8.2
Cam Newton,CAR,QB,248.9,14,17.8,,19.1,12.7,12.6,15.1,34.1,14.3,5.2,12.3,12.8,18.7,,14.7,35.3,,22.3,19.7
Justin Forsett,BAL,RB,246.9,16,15.4,19.4,11.2,10.5,18.7,22.7,11.1,9.5,13.5,15.5,23.2,,33.0,14.3,15.8,5.7,7.2,15.6
Mike Evans,TB,WR,245.1,15,16.3,8.7,8.9,9.2,16.5,,15.5,,11.8,31.4,25.5,39.9,13.7,8.9,20.5,9.3,8.9,16.4
DeAndre Hopkins,HOU,WR,231.0,16,14.4,18.9,11.2,17.6,17.4,12.3,2.2,14.8,14.5,23.5,,12.0,8.9,44.8,8.9,12.7,8.8,2.5
Jimmy Graham,NO,TE,229.9,16,14.4,16.2,33.8,11.4,20.6,5.6,,0.0,16.9,21.3,29.6,5.9,22.7,0.0,5.5,13.7,15.3,11.4
Calvin Johnson,DET,WR,226.7,13,17.4,35.4,14.3,14.2,3.2,1.7,,,,,24.3,10.9,9.8,37.6,29.8,9.3,16.3,19.9
Kelvin Benjamin,CAR,WR,225.8,16,14.1,21.2,6.6,25.5,18.6,4.8,17.9,15.1,13.4,3.8,22.0,25.9,,10.6,10.4,18.4,9.7,1.9
Andy Dalton,CIN,QB,225.5,16,14.1,18.3,14.7,13.9,,17.8,19.4,5.0,20.0,14.4,-1.8,22.0,11.9,11.7,26.3,3.0,14.3,14.6
Lamar Miller,MIA,RB,223.4,16,14.0,15.8,7.3,17.2,18.7,,16.3,16.3,12.9,12.7,1.6,11.8,7.7,14.7,13.9,6.7,26.0,23.8
Antonio Gates,LAC,TE,223.1,16,13.9,14.1,34.6,1.8,6.0,22.0,11.7,15.1,22.4,5.8,,6.2,3.4,15.3,8.4,17.4,28.2,10.7
Julian Edelman,NE,WR,222.6,14,15.9,17.6,21.0,18.9,6.3,8.5,19.1,9.2,2.4,23.9,,13.1,19.9,11.8,28.5,22.4,,
Martellus Bennett,CHI,TE,221.6,16,13.9,21.0,16.7,22.4,22.4,4.7,11.2,10.8,21.5,,6.5,6.9,7.7,18.9,26.4,9.6,1.0,13.9
Greg Olsen,CAR,TE,220.8,16,13.8,22.3,13.2,17.9,5.0,25.2,18.2,18.5,2.6,6.0,17.9,11.1,,10.9,23.2,21.0,3.1,4.7
Alex Smith,KC,QB,219.9,15,14.7,9.7,14.4,19.1,22.7,8.9,,15.7,11.3,16.0,15.6,4.2,17.9,12.7,16.3,21.6,13.8,
Anquan Boldin,SF,WR,219.6,16,13.7,17.9,5.4,9.6,11.2,11.2,22.4,12.0,,21.3,21.5,10.3,28.7,4.8,9.8,4.3,13.1,16.1
Steve Smith,BAL,WR,219.5,16,13.7,24.8,13.1,15.1,32.9,6.4,22.0,9.7,6.5,8.6,4.7,,18.9,1.2,20.0,8.7,9.9,17.0
Mike Wallace,MIA,WR,212.8,16,13.3,19.1,16.6,13.6,12.5,,17.7,16.0,7.9,8.0,16.1,7.8,13.5,12.9,6.9,21.4,22.8,0.0
Roddy White,ATL,WR,212.1,14,15.2,18.2,9.2,,17.3,4.6,7.0,25.0,11.6,,19.2,21.5,18.6,,13.2,18.8,11.5,16.4
C.J. Anderson,DEN,RB,211.3,15,14.1,2.7,3.1,0.8,,,0.0,0.9,0.0,8.1,26.3,19.5,29.5,26.5,23.8,11.6,27.8,30.7
Jeremy Hill,CIN,RB,210.9,16,13.2,1.9,17.6,9.9,,9.9,13.5,1.5,9.3,29.3,5.1,17.5,16.6,9.2,9.7,28.2,18.7,13.0
Brandon LaFell,NE,WR,210.6,16,13.2,0.0,0.0,8.6,23.9,3.0,25.7,9.5,29.4,17.3,,9.2,18.8,20.8,6.1,12.6,13.4,12.3
DeSean Jackson,WAS,WR,209.6,15,14.0,13.3,2.9,22.7,1.9,26.7,21.0,7.9,19.6,22.0,,7.7,5.9,19.4,,5.4,16.6,16.6
A.J. Green,CIN,WR,205.3,13,15.8,25.6,0.0,16.2,,17.1,,,,13.1,5.3,24.7,24.1,15.7,39.4,9.9,0.0,14.2
Jordan Matthews,PHI,WR,202.2,16,12.6,5.7,2.7,25.9,6.8,7.5,9.0,,10.7,13.0,32.8,21.7,13.7,15.1,4.3,0.0,8.8,24.5
Eric Decker,NYJ,WR,200.2,15,13.4,12.4,16.3,2.9,14.8,,17.4,10.5,11.0,21.3,5.4,,10.3,3.8,14.9,17.0,4.1,38.1
LeSean McCoy,PHI,RB,199.4,16,12.5,17.5,20.2,2.2,1.7,10.6,17.4,,12.7,13.3,8.7,11.6,20.1,19.9,3.0,7.5,20.6,12.4
Joique Bell,DET,RB,198.2,15,13.2,12.6,13.7,3.3,5.9,,17.7,14.7,8.1,,10.1,14.5,5.6,24.7,30.3,14.3,16.7,6.0
Sammy Watkins,BUF,WR,198.0,16,12.4,6.1,25.7,3.9,13.0,15.7,4.7,33.2,24.7,,6.7,6.5,6.5,4.1,17.7,3.8,16.5,9.2
Matt Asiata,MIN,RB,194.2,15,13.0,2.5,19.4,10.1,31.0,5.2,2.3,4.7,6.7,29.7,,4.4,,9.7,9.4,21.6,24.7,12.8
Derek Carr,LV,QB,192.1,16,12.0,13.9,16.3,5.0,8.7,,25.5,7.1,15.3,12.7,11.7,4.9,11.2,3.0,22.4,10.9,16.6,6.9
Mark Ingram II,NO,RB,191.9,13,14.8,19.1,19.4,,,,,4.9,24.5,24.0,16.9,16.7,6.2,14.1,5.6,11.9,14.5,14.1
Torrey Smith,BAL,WR,191.7,16,12.0,8.0,2.0,4.5,13.3,6.8,21.1,17.1,0.0,16.3,18.5,,14.8,24.5,0.0,3.6,22.9,18.3
Andre Johnson,HOU,WR,190.6,15,12.7,15.3,13.4,6.4,11.1,10.8,20.9,12.7,12.5,3.2,,13.8,6.6,16.3,5.7,,12.5,29.4
Fred Jackson,BUF,RB,188.6,14,13.5,10.4,7.1,25.2,14.5,19.7,14.3,5.8,,,8.9,,13.5,12.7,17.2,12.8,19.3,7.2
Giovani Bernard,CIN,RB,187.9,13,14.5,17.0,27.9,18.4,,9.2,25.7,3.6,12.7,,,,8.7,6.3,6.6,13.3,19.1,19.4
Alfred Morris,WAS,RB,187.9,16,11.7,9.1,20.5,7.7,18.0,3.7,6.5,5.4,15.5,24.9,,15.2,20.0,11.3,2.7,4.9,14.3,8.2
Rueben Randle,NYG,WR,182.8,16,11.4,2.1,13.9,7.7,16.9,13.3,10.8,13.4,,8.9,8.9,18.2,6.6,8.2,1.9,5.0,25.2,21.8
Jarvis Landry,MIA,WR,181.4,16,11.3,0.0,7.9,5.4,5.8,,19.5,8.6,5.7,15.6,11.5,13.6,24.0,14.8,11.5,17.9,9.1,10.5
Eddie Royal,LAC,WR,181.2,16,11.3,2.9,13.9,20.2,27.5,7.0,12.9,3.0,5.9,0.0,,6.2,11.0,21.1,5.0,5.7,25.4,13.5
Vincent Jackson,TB,WR,180.2,16,11.3,7.6,9.1,9.5,12.2,22.4,10.6,,2.3,14.6,15.5,7.3,14.7,4.4,25.9,13.0,9.0,2.1
Ryan Fitzpatrick,HOU,QB,179.8,12,15.0,13.2,13.6,19.0,12.1,4.5,11.0,18.1,14.3,19.0,,,,39.3,12.9,2.8,,
Teddy Bridgewater,MIN,QB,179.7,13,13.8,,,8.7,23.4,,2.6,7.0,13.9,16.7,,8.5,19.6,14.7,19.1,15.6,17.7,12.2
Mohamed Sanu Sr.,CIN,WR,179.2,16,11.2,10.0,19.4,14.1,,18.0,28.0,8.4,20.2,20.4,4.0,5.3,15.9,5.3,3.6,1.4,2.6,2.6
Brandon Marshall,CHI,WR,179.1,13,13.8,19.1,27.8,1.6,9.9,7.4,17.3,10.8,6.5,,25.2,28.0,6.2,10.2,9.1,,,
Andre Ellington,ARI,RB,177.5,12,14.8,11.0,11.1,10.5,,30.4,15.3,22.0,15.5,23.4,15.2,10.6,11.3,1.2,,,,
Travis Kelce,KC,TE,177.2,16,11.1,7.9,12.1,12.6,23.3,9.5,,7.3,8.5,16.7,3.9,4.7,10.7,6.6,16.0,14.9,7.1,15.4
Marques Colston,NO,WR,177.2,16,11.1,14.0,0.0,10.5,10.0,9.3,,17.1,8.9,6.6,5.6,9.6,18.2,10.6,12.2,17.5,14.0,13.1
Coby Fleener,IND,TE,176.4,16,11.0,5.1,2.3,14.9,10.6,4.0,9.1,10.4,1.4,17.7,,21.4,4.8,28.7,10.6,5.2,7.6,22.6
Kyle Orton,BUF,QB,176.1,12,14.7,,,,,14.3,18.0,15.2,26.1,,14.7,7.9,18.2,7.6,20.3,3.9,21.2,8.7
Delanie Walker,TEN,TE,176.0,15,11.7,12.7,30.2,9.4,19.4,8.7,8.7,3.7,13.7,,6.7,,20.5,1.6,6.7,13.3,9.4,11.3
Keenan Allen,LAC,WR,175.3,14,12.5,8.7,10.5,3.7,23.5,5.5,5.7,11.8,22.3,8.7,,14.3,18.4,35.1,2.3,4.8,,
Kenny Stills,NO,WR,173.9,15,11.6,,5.5,7.8,8.2,2.6,,21.3,9.7,12.2,5.6,13.2,17.6,27.2,5.3,11.7,12.8,13.2
Malcom Floyd,LAC,WR,173.6,16,10.9,15.0,0.0,11.8,12.9,10.2,21.3,8.0,9.8,10.0,,14.4,7.0,11.5,14.4,6.4,15.0,5.9
James Jones,LV,WR,173.6,16,10.9,12.4,24.2,7.3,14.3,,16.6,7.5,12.2,4.8,10.0,5.5,15.7,9.3,3.1,19.7,7.3,3.7
Houston Texans,HOU,DST,171.0,16,10.7,22.0,9.0,2.0,13.0,8.0,12.0,4.0,7.0,17.0,,11.0,8.0,12.0,10.0,13.0,12.0,11.0
Stephen Gostkowski,NE,K,170.0,16,10.6,10.0,14.0,10.0,2.0,21.0,17.0,9.0,15.0,15.0,,6.0,11.0,3.0,11.0,11.0,5.0,10.0
Greg Jennings,MIN,WR,169.2,16,10.6,17.8,1.4,12.0,10.2,5.1,6.3,13.7,12.8,13.6,,1.4,13.8,15.5,10.2,13.3,14.6,7.5
Blake Bortles,JAC,QB,168.2,14,12.0,,,15.9,12.6,5.0,19.2,8.1,11.6,16.9,11.9,,6.2,18.6,11.2,6.6,13.6,10.8
Kendall Wright,TEN,WR,167.9,14,12.0,16.6,6.1,9.4,8.5,27.0,1.6,18.8,8.3,,9.4,11.0,3.8,26.2,,,11.3,9.9
Doug Baldwin,SEA,WR,167.3,16,10.5,4.4,6.5,9.6,,9.0,5.2,25.3,12.1,8.8,7.1,16.5,2.6,4.8,20.7,8.3,18.3,8.1
Shane Vereen,NE,RB,165.8,16,10.4,18.1,4.0,7.7,11.7,13.8,1.7,28.4,7.5,17.7,,11.7,14.0,4.2,6.1,8.7,6.0,4.5
Michael Floyd,ARI,WR,165.3,16,10.3,17.1,2.9,16.4,,1.7,14.7,13.7,0.0,7.6,2.1,19.4,0.0,8.3,12.5,7.5,6.1,35.3
Robert Woods,BUF,WR,164.9,16,10.3,11.8,1.5,4.9,4.7,6.7,22.8,3.0,14.0,,11.2,3.5,26.8,11.1,6.6,4.2,18.2,13.9
Jason Witten,DAL,TE,164.3,16,10.3,3.4,7.2,8.9,11.1,9.9,10.4,4.7,18.0,12.2,14.3,,13.0,1.8,4.6,13.9,22.0,8.9
Julius Thomas,DEN,TE,163.9,13,12.6,35.4,13.9,10.7,,24.6,21.1,6.7,4.3,11.3,24.3,2.3,,,,4.0,5.3,0.0
Michael Crabtree,SF,WR,162.2,16,10.1,4.5,21.2,24.4,9.3,2.6,13.9,6.7,,9.0,9.2,17.5,10.8,4.0,14.6,4.9,1.5,8.1
Cody Parkey,PHI,K,162.0,16,10.1,12.0,12.0,15.0,3.0,10.0,10.0,,10.0,8.0,9.0,8.0,21.0,15.0,2.0,11.0,6.0,10.0
Pierre Garcon,WAS,WR,161.2,16,10.1,17.7,2.2,30.8,4.8,4.3,13.1,19.7,8.7,4.5,,1.6,6.4,3.9,18.5,7.6,10.1,7.3
Heath Miller,PIT,TE,160.1,16,10.0,5.6,5.5,9.1,24.5,7.6,3.9,2.3,24.2,2.4,5.9,12.1,,16.2,9.1,10.8,13.8,7.1
Philadelphia Eagles,PHI,DST,159.0,16,9.9,13.0,4.0,1.0,19.0,22.0,20.0,,2.0,7.0,25.0,-1.0,11.0,14.0,6.0,1.0,6.0,9.0
Andrew Hawkins,CLE,WR,158.9,15,10.6,16.7,13.0,15.7,,5.6,0.0,17.0,21.8,6.4,,21.7,14.3,4.4,7.8,2.7,4.5,7.3
Frank Gore,SF,RB,158.7,16,9.9,6.6,15.5,1.0,24.4,11.8,3.8,2.0,,6.8,15.3,11.4,1.6,4.6,6.3,8.9,21.8,16.9
Buffalo Bills,BUF,DST,158.0,16,9.9,9.0,13.0,2.0,10.0,14.0,-2.0,10.0,16.0,,9.0,9.0,23.0,18.0,6.0,12.0,1.0,8.0
Brian Hoyer,CLE,QB,157.0,14,11.2,12.7,12.2,15.4,,21.8,12.7,4.5,15.1,16.5,8.0,15.3,8.1,3.7,1.7,,9.3,
Allen Hurns,JAC,WR,154.7,16,9.7,27.0,3.3,13.3,11.8,6.6,3.8,1.7,7.9,30.2,1.9,,2.3,8.2,14.6,13.0,5.6,3.5
Ahmad Bradshaw,IND,RB,154.5,10,15.5,13.5,26.6,16.3,13.2,10.5,14.9,21.8,21.7,10.9,,5.1,,,,,,
Larry Donnell,NYG,TE,153.3,16,9.6,16.6,15.1,8.5,30.4,0.0,1.6,12.0,,12.5,6.6,14.4,4.4,8.5,6.8,3.1,8.2,4.6
Adam Vinatieri,IND,K,153.0,16,9.6,6.0,10.0,16.0,11.0,8.0,9.0,11.0,10.0,19.0,,10.0,12.0,7.0,9.0,5.0,1.0,9.0
Chris Ivory,NYJ,RB,152.4,16,9.5,16.2,11.7,13.6,12.0,4.4,3.1,22.5,16.3,2.2,5.1,,6.8,6.2,6.7,9.6,5.3,10.7
Dan Carpenter,BUF,K,152.0,16,9.5,13.0,17.0,5.0,5.0,12.0,2.0,5.0,15.0,,7.0,10.0,10.0,15.0,6.0,16.0,8.0,6.0
Reggie Wayne,IND,WR,151.9,15,10.1,18.8,5.8,10.2,24.9,14.7,7.5,5.5,,17.0,,14.1,4.0,7.1,1.5,4.4,5.3,11.1
Larry Fitzgerald,ARI,WR,151.4,14,10.8,3.2,11.1,4.4,,8.7,21.8,6.1,29.0,12.0,20.2,5.3,,,7.4,10.0,7.3,4.9
Geno Smith,NYJ,QB,150.8,14,10.8,12.6,17.6,14.6,8.8,-0.6,14.7,16.7,-5.8,,,,4.0,2.5,15.5,12.8,11.3,26.1
Matt Bryant,ATL,K,149.0,16,9.3,18.0,5.0,8.0,4.0,8.0,11.0,1.0,3.0,,15.0,15.0,8.0,18.0,9.0,8.0,15.0,3.0
Dan Bailey,DAL,K,149.0,16,9.3,5.0,19.0,11.0,10.0,9.0,15.0,8.0,5.0,7.0,9.0,,7.0,4.0,11.0,9.0,6.0,14.0
Terrance Williams,DAL,WR,147.1,16,9.2,15.0,4.0,11.2,25.7,15.1,9.0,8.8,12.9,3.9,0.0,,2.8,5.8,0.0,3.9,19.2,9.8
John Brown,ARI,WR,147.0,16,9.2,10.9,6.0,21.2,,2.4,8.3,5.6,22.9,2.7,18.3,11.9,9.1,6.0,0.0,4.2,8.4,9.1
Mason Crosby,GB,K,147.0,16,9.2,4.0,13.0,1.0,10.0,6.0,10.0,8.0,12.0,,15.0,11.0,7.0,14.0,15.0,8.0,9.0,4.0
Stephen Hauschka,SEA,K,147.0,16,9.2,10.0,3.0,8.0,,11.0,12.0,8.0,9.0,13.0,8.0,8.0,16.0,14.0,7.0,5.0,5.0,10.0
Jonathan Stewart,CAR,RB,146.0,13,11.2,6.7,12.9,8.0,,,,7.2,12.4,4.6,15.9,6.9,,13.0,21.5,7.1,20.9,8.9
Darren Sproles,PHI,RB,145.6,15,9.7,18.5,30.8,6.0,2.6,5.1,9.9,,,10.3,9.1,6.4,12.9,6.2,0.0,9.3,12.7,5.8
Branden Oliver,LAC,RB,145.3,14,10.4,,,1.1,9.6,34.2,22.4,9.8,13.3,3.6,,4.9,8.0,0.7,0.1,11.0,11.1,15.5
Andre Williams,NYG,RB,145.1,16,9.1,0.9,3.9,1.8,12.6,16.3,5.9,5.1,,11.6,11.8,1.6,11.7,5.7,23.7,6.3,11.0,15.2
Randy Bullock,HOU,K,145.0,16,9.1,6.0,13.0,5.0,16.0,5.0,4.0,11.0,13.0,3.0,,14.0,7.0,9.0,11.0,6.0,19.0,3.0
Zach Ertz,PHI,TE,144.2,16,9.0,16.7,12.6,3.4,6.3,6.9,13.7,,9.8,1.4,2.7,9.5,7.0,0.0,11.9,6.2,26.5,9.6
Seattle Seahawks,SEA,DST,144.0,16,9.0,8.0,0.0,6.0,,2.0,11.0,-1.0,11.0,14.0,7.0,4.0,13.0,17.0,8.0,10.0,13.0,21.0
Shaun Suisham,PIT,K,144.0,16,9.0,13.0,7.0,15.0,6.0,5.0,4.0,14.0,7.0,5.0,9.0,10.0,,12.0,11.0,9.0,8.0,9.0
Kenny Britt,LAR,WR,142.2,16,8.9,0.0,3.9,12.1,,15.8,6.9,2.4,7.2,11.2,6.1,22.8,5.7,2.3,7.2,11.5,19.3,7.8
Steven Jackson,ATL,RB,141.5,15,9.4,6.2,6.3,11.4,8.2,18.4,2.5,3.5,12.0,,17.5,6.7,13.1,10.1,15.6,6.7,3.3,
Justin Tucker,BAL,K,141.0,16,8.8,4.0,14.0,11.0,8.0,9.0,14.0,9.0,15.0,6.0,3.0,,12.0,15.0,4.0,8.0,1.0,8.0
Andre Holmes,LV,WR,140.3,16,8.8,0.0,9.5,3.9,18.4,,28.1,6.4,17.9,4.8,0.0,3.9,10.5,5.8,5.8,12.0,10.3,3.0
Caleb Sturgis,MIA,K,140.0,16,8.8,15.0,4.0,9.0,9.0,,7.0,9.0,10.0,13.0,12.0,8.0,4.0,12.0,8.0,9.0,5.0,6.0
Mark Sanchez,PHI,QB,139.5,9,15.5,,,,,,,,,12.6,21.2,13.8,12.7,21.5,10.5,6.1,21.2,19.9
Brandin Cooks,NO,WR,139.3,10,13.9,22.5,7.8,15.4,8.1,16.1,,4.3,27.8,6.8,20.0,10.5,,,,,,
Los Angeles Rams,LAR,DST,139.0,16,8.7,-1.0,6.0,9.0,,6.0,2.0,3.0,3.0,16.0,6.0,10.0,15.0,32.0,21.0,5.0,-2.0,8.0
Rashad Jennings,NYG,RB,138.5,11,12.6,19.6,12.9,23.6,6.2,9.2,,,,,,10.7,20.0,24.4,3.2,0.3,,8.4
New England Patriots,NE,DST,138.0,16,8.6,6.0,25.0,6.0,-2.0,14.0,11.0,4.0,13.0,5.0,,4.0,8.0,3.0,11.0,19.0,6.0,5.0
Baltimore Ravens,BAL,DST,138.0,16,8.6,1.0,15.0,1.0,8.0,10.0,8.0,13.0,6.0,1.0,13.0,,12.0,5.0,10.0,21.0,2.0,12.0
Jermaine Gresham,CIN,TE,138.0,15,9.2,3.6,5.5,1.5,,3.5,12.8,14.8,7.4,8.6,5.9,15.3,7.3,8.3,11.3,,21.2,11.0
Charles Clay,MIA,TE,136.5,14,9.8,4.7,10.1,5.1,5.2,,6.5,15.8,1.1,17.5,11.5,8.1,,,6.1,11.9,17.4,15.5
Dwayne Bowe,KC,WR,135.4,15,9.0,,7.0,6.2,13.1,7.2,,13.4,12.4,11.5,17.3,3.8,7.2,3.8,4.9,9.9,11.7,6.0
Tre Mason,LAR,RB,135.3,12,11.3,,,,,,6.2,14.5,4.3,6.7,12.1,12.4,9.8,37.4,6.6,1.3,15.3,8.7
Arizona Cardinals,ARI,DST,134.0,16,8.4,3.0,11.0,3.0,,1.0,17.0,5.0,7.0,10.0,25.0,13.0,9.0,8.0,10.0,13.0,-3.0,2.0
Nick Folk,NYJ,K,134.0,16,8.4,9.0,8.0,15.0,5.0,0.0,5.0,15.0,7.0,4.0,8.0,,3.0,9.0,17.0,6.0,10.0,13.0
Jared Cook,LAR,TE,133.4,16,8.3,9.6,8.6,14.5,,8.4,11.4,5.5,2.1,3.2,16.4,4.9,5.7,0.0,22.1,5.2,9.1,6.7
Mychal Rivera,LV,TE,133.4,16,8.3,6.1,6.1,3.1,3.0,,0.0,2.8,15.3,23.8,18.4,7.0,1.8,5.1,23.9,10.9,1.5,4.6
Graham Gano,CAR,K,132.0,16,8.3,8.0,12.0,9.0,4.0,8.0,14.0,5.0,10.0,4.0,3.0,5.0,,7.0,12.0,15.0,5.0,11.0
Markus Wheaton,PIT,WR,131.3,16,8.2,15.7,11.0,7.5,9.0,2.7,7.3,0.0,16.6,14.6,8.1,1.6,,11.1,5.1,11.6,4.7,4.7
Martavis Bryant,PIT,WR,130.1,10,13.0,,,,,,,12.0,25.3,19.7,24.3,3.1,,3.3,20.9,6.1,6.3,9.1
Indianapolis Colts,IND,DST,130.0,16,8.1,0.0,1.0,17.0,10.0,14.0,9.0,14.0,1.0,5.0,,0.0,15.0,14.0,9.0,12.0,-1.0,10.0
