Player,Team,Position,Points,Games,Avg,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17
Matthew Stafford,DET,QB,212.1,16.0,13.3,8.0,24.7,17.5,20.8,15.2,,17.6,17.0,6.6,15.9,13.4,5.4,10.0,4.7,12.3,4.6,18.4
Josh Allen,BUF,QB,208.1,12.0,17.3,5.6,13.0,27.7,1.9,9.2,5.4,,,,,,26.3,28.7,18.3,19.8,11.7,40.5
Julian Edelman,NE,WR,207.4,12.0,17.3,,,,,12.7,16.1,14.6,20.7,17.4,19.6,,18.4,9.0,23.6,16.0,19.0,20.3
Kenny Golladay,DET,WR,207.1,15.0,13.8,18.4,20.9,17.3,11.4,19.8,,5.7,2.2,8.4,19.8,25.3,14.0,8.0,2.5,21.6,11.8,
Calvin Ridley,ATL,WR,206.8,16.0,12.9,0.0,16.7,40.5,21.5,7.8,7.7,9.3,,19.7,7.0,6.7,21.3,5.2,2.0,9.2,18.0,14.2
Kenyan Drake,MIA,RB,206.2,16.0,12.9,9.6,17.0,3.0,2.6,24.5,9.8,18.7,23.5,7.5,5.8,,26.6,12.4,14.9,6.4,9.4,14.5
Chris Carson,SEA,RB,201.4,14.0,14.4,8.9,2.4,20.4,,13.7,5.9,,20.4,4.0,,12.3,14.3,13.8,15.0,26.8,23.6,19.9
Derrick Henry,TEN,RB,200.6,16.0,12.5,4.1,5.9,5.7,5.1,5.6,3.6,14.5,,11.2,17.8,4.6,4.9,12.5,47.8,30.2,15.5,11.6
Emmanuel Sanders,DEN,WR,198.2,12.0,16.5,29.5,13.6,18.3,11.3,16.2,24.5,27.3,9.1,10.7,,10.2,21.6,5.9,,,,
Jameis Winston,TB,QB,195.8,11.0,17.8,,,,6.5,,30.7,20.1,8.8,,,15.6,22.9,22.8,19.2,4.3,14.8,30.1
Nick Chubb,CLE,RB,194.5,16.0,12.2,2.1,1.4,0.6,22.5,0.2,2.5,14.0,9.5,16.0,35.9,,27.8,16.2,18.3,10.0,13.5,4.0
Jared Cook,LV,TE,193.6,16.0,12.1,27.0,8.9,8.1,31.0,6.0,3.0,,17.4,4.0,9.2,12.1,11.2,23.0,18.6,4.3,4.0,5.8
Tevin Coleman,ATL,RB,193.6,16.0,12.1,11.5,16.5,12.7,10.7,5.0,11.1,16.2,,32.6,9.3,11.5,11.3,2.1,5.1,20.5,5.1,12.4
Carson Wentz,PHI,QB,193.4,11.0,17.6,,,11.2,20.7,21.0,24.5,18.7,23.6,,21.1,0.8,13.2,19.8,18.8,,,
Chicago Bears,CHI,DST,190.0,16.0,11.9,14.0,17.0,13.0,14.0,,5.0,6.0,5.0,28.0,12.0,15.0,13.0,5.0,20.0,8.0,7.0,8.0
Adrian Peterson,WAS,RB,189.0,16.0,11.8,22.6,8.0,24.0,,6.2,9.7,11.7,26.6,6.3,8.9,17.1,6.4,15.8,2.9,9.1,13.7,0.0
Adam Humphries,TB,WR,188.7,16.0,11.8,5.7,1.8,6.4,9.6,,11.2,7.7,14.6,28.9,7.3,15.0,17.4,19.1,8.2,6.3,17.9,11.6
Larry Fitzgerald,ARI,WR,185.7,16.0,11.6,14.6,5.8,2.9,5.8,5.5,8.9,14.0,26.2,,11.0,16.3,11.0,7.8,10.5,15.2,16.6,13.6
Alshon Jeffery,PHI,WR,185.3,13.0,14.3,,,,24.5,5.9,27.4,21.8,7.5,,8.8,7.3,6.9,6.1,17.0,24.0,11.2,16.9
Chris Godwin,TB,WR,185.2,16.0,11.6,13.1,16.6,16.4,4.2,,17.6,10.9,7.2,6.0,17.3,8.0,8.2,21.1,2.3,0.0,6.9,29.4
Corey Davis,TEN,WR,183.6,16.0,11.5,12.2,10.5,5.4,31.1,8.9,3.4,4.0,,12.0,25.5,4.9,23.5,14.4,4.1,6.3,7.6,9.8
Golden Tate,Multi,WR,182.9,15.0,12.2,20.9,18.8,12.9,33.2,9.2,,10.6,12.3,,3.9,9.0,7.0,23.5,1.7,9.3,3.3,7.3
Sterling Shepard,NYG,WR,182.5,16.0,11.4,9.8,5.4,20.0,25.7,11.5,6.7,21.7,7.4,,11.6,4.2,7.7,6.8,9.7,5.7,17.0,11.6
Mohamed Sanu Sr.,ATL,WR,182.4,16.0,11.4,5.8,3.5,15.6,17.1,17.3,12.6,4.1,,8.5,8.7,9.9,11.7,6.7,11.4,7.1,22.0,20.4
Mike Williams,LAC,WR,180.2,16.0,11.3,13.1,10.7,24.1,2.5,7.8,2.4,12.8,,10.0,0.0,7.6,18.5,8.2,7.5,36.5,2.1,16.4
Jordan Howard,CHI,RB,180.0,16.0,11.3,15.7,9.8,16.1,2.5,,4.9,11.8,14.1,16.7,4.2,7.5,2.5,9.0,11.3,14.5,15.0,24.4
Marlon Mack,IND,RB,178.1,12.0,14.8,,4.6,,,,10.3,31.9,28.9,,7.8,13.9,11.6,4.3,9.3,25.9,10.8,18.8
Marcus Mariota,TEN,QB,176.0,14.0,12.6,1.6,,9.1,30.4,4.2,7.2,15.3,,22.8,22.3,3.1,22.9,21.6,5.8,4.6,5.1,
Andy Dalton,CIN,QB,174.5,11.0,15.9,16.5,26.6,14.1,24.8,12.9,17.2,7.9,20.2,,6.9,19.3,8.1,,,,,
Dede Westbrook,JAC,WR,173.5,16.0,10.8,10.1,17.6,6.1,21.1,8.5,12.8,5.7,12.0,,9.3,3.9,17.7,5.4,21.8,7.1,12.4,2.0
Blake Bortles,JAC,QB,173.2,13.0,13.3,13.2,32.5,8.9,24.3,20.6,10.2,1.4,19.7,,21.6,3.9,9.0,,,,4.1,3.8
T.J. Yeldon,JAC,RB,173.1,14.0,12.4,15.9,9.1,15.0,23.0,26.2,10.0,17.8,16.0,,11.3,5.2,5.3,13.5,2.7,2.1,,
Lamar Miller,HOU,RB,172.6,14.0,12.3,11.9,9.0,14.1,4.9,,9.1,16.9,19.3,6.8,,13.8,23.7,12.5,16.2,0.8,,13.6
Aaron Jones,GB,RB,171.4,12.0,14.3,,,5.7,15.2,7.9,4.1,,16.6,8.5,32.2,27.3,18.3,15.2,19.6,0.8,,
Ka'imi Fairbairn,HOU,K,170.0,16.0,10.6,9.0,5.0,12.0,14.0,13.0,8.0,10.0,6.0,8.0,,13.0,12.0,21.0,3.0,22.0,6.0,8.0
Austin Ekeler,LAC,RB,168.8,14.0,12.1,23.6,12.8,8.1,13.6,12.9,6.0,11.8,,4.4,1.9,8.9,26.3,9.3,17.4,,,11.8
Sam Darnold,NYJ,QB,168.4,13.0,13.0,13.8,13.5,2.8,11.5,18.4,18.0,12.0,12.3,1.2,,,,,9.8,21.6,26.0,7.5
Ryan Fitzpatrick,TB,QB,165.8,8.0,20.7,42.3,30.0,25.1,3.0,,,,19.6,24.0,13.7,8.1,,,,,,
Nelson Agholor,PHI,WR,165.4,16.0,10.3,13.5,23.0,6.4,7.2,8.5,12.1,8.0,9.3,,13.3,0.0,2.2,9.6,6.9,1.8,22.6,21.0
Zay Jones,BUF,WR,165.2,16.0,10.3,5.6,8.3,2.7,7.8,5.0,12.5,5.7,11.5,5.8,23.3,,0.0,24.7,5.2,2.1,17.7,27.3
Austin Hooper,ATL,TE,163.0,16.0,10.2,5.4,16.9,7.3,2.9,16.7,22.1,7.8,,7.1,21.6,6.7,8.1,15.4,7.7,0.0,5.6,11.7
Matt Breida,SF,RB,162.5,14.0,11.6,6.1,24.9,14.7,10.1,13.1,12.1,-0.5,4.2,5.7,28.2,,17.0,8.7,,14.6,3.6,
Nyheim Hines,IND,RB,160.9,16.0,10.1,12.2,7.5,9.3,28.3,16.0,5.5,5.2,10.5,,5.2,4.4,7.0,14.5,4.7,10.4,14.3,5.9
Dion Lewis,TEN,RB,160.7,16.0,10.0,22.0,5.3,7.0,15.6,5.8,3.4,21.5,,22.2,8.8,4.2,11.1,5.4,10.2,7.4,5.5,5.3
Justin Tucker,BAL,K,160.0,16.0,10.0,12.0,7.0,13.0,16.0,10.0,3.0,5.0,3.0,10.0,,12.0,11.0,17.0,6.0,8.0,12.0,15.0
Lamar Jackson,BAL,QB,157.6,16.0,9.9,4.9,0.6,0.0,1.7,1.0,2.2,7.1,8.4,1.5,,15.9,20.2,16.5,18.6,16.7,16.1,26.2
DJ Moore,CAR,WR,157.0,16.0,9.8,0.3,12.8,1.3,,10.7,7.7,5.9,17.9,5.8,6.5,28.7,17.8,10.5,11.7,3.4,3.9,12.1
Demaryius Thomas,Multi,WR,156.7,15.0,10.5,18.3,6.8,11.3,6.4,21.5,14.7,9.2,6.0,9.1,,0.0,19.8,6.2,8.8,11.9,6.7,
Jordy Nelson,LV,WR,156.7,15.0,10.5,5.3,5.0,29.3,17.8,14.3,2.6,,2.4,3.6,0.0,,-0.2,19.7,10.8,14.8,14.5,16.8
Jalen Richard,LV,RB,156.6,16.0,9.8,16.9,0.3,11.9,6.6,11.7,12.1,,14.4,8.9,10.9,12.3,3.6,13.6,3.9,10.6,15.1,3.8
Robbie Anderson,NYJ,WR,156.4,14.0,11.2,10.2,3.7,2.2,3.8,27.3,6.9,7.4,,7.3,,,4.2,8.8,17.6,22.6,29.0,5.4
Allen Robinson II,CHI,WR,153.3,13.0,11.8,10.1,18.3,8.0,10.3,,17.4,1.4,,,31.3,6.9,5.7,12.9,9.2,8.4,13.4,
Dalvin Cook,MIN,RB,152.0,11.0,13.8,13.5,12.0,,2.0,,,,,14.9,,2.0,16.6,18.6,19.3,29.3,13.8,10.0
Taylor Gabriel,CHI,WR,151.9,16.0,9.5,7.5,8.7,9.4,30.4,,16.9,5.6,9.2,7.5,0.0,13.9,11.9,2.7,5.2,6.3,6.6,10.1
Kyle Rudolph,MIN,TE,151.4,16.0,9.5,8.1,14.2,15.8,10.7,9.1,7.7,2.6,7.9,4.8,,3.3,13.3,6.8,2.7,5.3,33.2,5.9
DeSean Jackson,TB,WR,151.3,12.0,12.6,31.6,22.9,6.7,16.2,,12.4,11.3,16.2,5.2,11.7,7.8,5.5,,,,3.8,
Wil Lutz,NO,K,151.0,16.0,9.4,6.0,8.0,15.0,16.0,8.0,,6.0,16.0,11.0,17.0,12.0,7.0,4.0,8.0,7.0,8.0,2.0
Jason Myers,NYJ,K,151.0,16.0,9.4,12.0,9.0,5.0,6.0,11.0,27.0,7.0,5.0,9.0,6.0,,9.0,19.0,10.0,4.0,8.0,4.0
Peyton Barber,TB,RB,150.3,16.0,9.4,6.9,3.9,3.3,4.0,,20.6,3.0,14.5,6.0,7.6,19.0,14.3,8.5,5.4,16.9,8.6,7.8
Cole Beasley,DAL,WR,150.2,16.0,9.4,14.3,3.3,7.6,9.3,1.8,31.1,12.6,,4.6,7.7,10.1,1.5,2.9,3.8,8.2,10.0,21.4
A.J. Green,CIN,WR,149.4,9.0,16.6,19.2,29.9,10.8,17.8,17.2,15.5,18.7,18.6,,,,,1.7,,,,
Los Angeles Rams,LAR,DST,149.0,16.0,9.3,17.0,13.0,13.0,5.0,1.0,5.0,22.0,7.0,-2.0,5.0,21.0,,9.0,8.0,1.0,8.0,16.0
Trey Burton,CHI,TE,147.1,16.0,9.2,2.5,12.2,9.5,16.6,,12.3,27.6,4.8,10.8,10.0,1.9,4.8,0.0,4.2,13.6,8.0,8.3
Houston Texans,HOU,DST,147.0,16.0,9.2,8.0,2.0,4.0,13.0,7.0,19.0,14.0,4.0,5.0,,15.0,9.0,18.0,4.0,5.0,6.0,14.0
Harrison Butker,KC,K,147.0,16.0,9.2,9.0,6.0,8.0,9.0,13.0,18.0,9.0,6.0,7.0,10.0,9.0,,12.0,9.0,4.0,13.0,5.0
Mason Crosby,GB,K,145.0,16.0,9.1,7.0,19.0,6.0,14.0,4.0,17.0,,12.0,5.0,7.0,6.0,5.0,5.0,13.0,12.0,13.0,0.0
David Njoku,CLE,TE,143.9,16.0,9.0,4.3,6.0,5.6,10.2,12.9,18.5,15.2,0.0,9.3,2.8,,17.3,3.8,6.5,6.0,16.3,9.2
John Brown,BAL,WR,143.9,16.0,9.0,13.5,19.2,13.6,20.9,9.8,4.8,26.4,5.8,4.5,,3.3,3.5,0.0,10.3,1.9,4.7,1.7
Ryan Tannehill,MIA,QB,143.0,11.0,13.0,13.6,17.1,26.2,0.0,7.1,,,,,,,17.6,15.0,23.9,4.4,10.0,8.1
Mark Ingram II,NO,RB,142.5,12.0,11.9,,,,,21.3,,6.2,12.2,2.6,25.2,22.3,8.6,4.8,12.3,9.4,11.3,6.3
Doug Baldwin,SEA,WR,141.8,13.0,10.9,0.0,,,9.1,1.1,15.1,,4.6,11.7,8.9,18.2,8.9,10.2,,23.7,25.6,4.7
Aldrick Rosas,NYG,K,141.0,16.0,8.8,10.0,7.0,10.0,4.0,14.0,7.0,6.0,7.0,,9.0,10.0,12.0,15.0,10.0,0.0,10.0,10.0
Isaiah Crowell,NYJ,RB,140.7,13.0,10.8,22.2,5.9,19.1,1.3,30.1,7.2,6.0,4.8,7.0,11.7,,9.0,14.7,1.7,,,
Kerryon Johnson,DET,RB,139.4,10.0,13.9,6.7,11.6,13.0,12.6,10.5,,19.9,15.1,7.4,24.9,17.7,,,,,,
Sony Michel,NE,RB,139.1,13.0,10.7,,5.1,5.9,17.2,18.0,22.6,2.5,,,3.1,,22.5,8.0,5.7,5.9,17.6,5.0
Robbie Gould,SF,K,139.0,16.0,8.7,11.0,14.0,7.0,9.0,0.0,15.0,6.0,7.0,10.0,13.0,,3.0,5.0,9.0,15.0,9.0,6.0
Josh Gordon,Multi,WR,138.7,12.0,11.6,8.7,,,5.2,13.0,9.2,14.0,8.2,24.0,12.1,,12.0,14.8,14.6,2.9,,
Brett Maher,DAL,K,138.0,16.0,8.6,0.0,8.0,9.0,15.0,12.0,21.0,6.0,,2.0,9.0,13.0,7.0,8.0,13.0,0.0,11.0,4.0
Stephen Gostkowski,NE,K,138.0,16.0,8.6,9.0,9.0,4.0,8.0,9.0,22.0,8.0,14.0,7.0,6.0,,9.0,6.0,9.0,4.0,6.0,8.0
Alex Smith,WAS,QB,137.9,10.0,13.8,19.6,13.1,16.8,,13.7,15.8,12.7,12.4,16.4,12.7,4.7,,,,,,
Tyrell Williams,LAC,WR,137.8,16.0,8.6,8.8,7.8,5.6,7.8,9.6,26.9,21.8,,10.3,8.6,4.2,0.0,2.4,4.4,13.1,2.2,4.3
Joe Flacco,BAL,QB,137.0,9.0,15.2,21.7,17.8,15.3,22.2,11.2,11.9,19.6,9.1,8.2,,,,,,,,
Mike Davis,SEA,RB,136.8,15.0,9.1,,1.2,1.7,28.4,15.5,3.6,,4.5,17.7,18.0,7.0,1.4,1.0,3.7,16.4,3.1,13.6
Curtis Samuel,CAR,WR,136.8,13.0,10.5,,,,,11.7,0.0,9.5,5.8,19.8,3.9,16.5,12.2,15.6,12.0,3.5,11.1,15.2
Courtland Sutton,DEN,WR,136.3,16.0,8.5,6.5,1.9,5.7,8.1,9.8,8.8,9.8,10.8,8.7,,10.8,2.4,18.5,3.3,9.2,18.5,3.5
Cooper Kupp,LAR,WR,135.1,8.0,16.9,17.8,12.3,16.8,37.2,21.0,1.2,,,19.9,8.9,,,,,,,
Kenny Stills,MIA,WR,134.4,15.0,9.0,26.6,3.7,15.1,7.0,3.7,6.5,7.5,,2.9,4.6,,1.6,13.7,27.5,2.7,1.5,9.8
Willie Snead IV,BAL,WR,134.4,16.0,8.4,14.9,10.4,6.9,11.6,10.5,13.0,6.6,10.4,12.8,,10.1,0.0,1.8,11.1,10.8,0.0,3.5
Vance McDonald,PIT,TE,133.0,15.0,8.9,,5.6,21.2,9.2,1.6,13.8,,7.7,5.5,14.4,11.7,5.7,6.8,7.7,9.3,5.9,6.9
Michael Crabtree,BAL,WR,132.7,16.0,8.3,12.8,10.6,13.1,5.9,12.6,21.3,11.6,6.1,6.2,,1.7,11.1,6.6,6.1,0.0,3.0,4.0
Antonio Callaway,CLE,WR,132.3,16.0,8.3,0.0,17.8,6.0,8.4,5.2,4.9,2.4,14.6,8.1,5.9,,16.2,9.4,1.0,14.5,0.0,17.9
Duke Johnson Jr.,CLE,RB,132.0,16.0,8.3,3.5,3.0,5.3,13.6,5.2,14.9,5.9,3.6,29.6,14.6,,4.9,3.2,-0.6,9.3,12.6,3.4
Latavius Murray,MIN,RB,131.9,16.0,8.2,4.2,1.9,8.1,5.8,7.6,22.8,22.3,20.5,11.7,,0.5,3.3,3.4,0.4,12.8,4.8,1.8
Rob Gronkowski,NE,TE,131.2,13.0,10.1,23.3,3.5,9.1,8.4,13.5,12.7,,7.3,,,,14.6,5.6,24.7,4.1,0.0,4.4
New England Patriots,NE,DST,131.0,16.0,8.2,8.0,3.0,3.0,10.0,7.0,0.0,12.0,20.0,4.0,1.0,,8.0,10.0,5.0,7.0,10.0,23.0
Donte Moncrief,JAC,WR,130.8,16.0,8.2,2.4,13.4,1.6,21.9,13.6,0.0,14.6,9.4,,18.8,2.1,3.9,7.0,9.7,0.0,8.3,4.1
Jimmy Graham,GB,TE,130.6,16.0,8.2,2.8,15.5,9.5,11.1,13.6,15.4,,3.1,15.5,2.4,2.3,5.4,13.0,3.3,6.2,6.4,5.1
Matt Prater,DET,K,129.3,16.0,8.1,5.0,10.0,14.0,6.0,7.0,,16.0,2.0,9.0,6.0,10.0,4.0,10.0,6.0,1.0,11.0,12.3
Greg Zuerlein,LAR,K,128.0,11.0,11.6,17.0,,,,,,13.0,8.0,11.0,12.0,12.0,,14.0,8.0,12.0,7.0,14.0
Sebastian Janikowski,SEA,K,128.0,16.0,8.0,6.0,7.0,7.0,11.0,9.0,10.0,,4.0,6.0,7.0,10.0,12.0,8.0,7.0,6.0,8.0,10.0
