Player,Team,Position,Points,Games,Avg,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17
Seattle Seahawks,SEA,DST,227.0,16,14.2,16.0,2.0,10.0,19.0,3.0,2.0,24.0,,1.0,17.0,17.0,18.0,19.0,33.0,10.0,24.0,12.0
Kellen Winslow,CLE,TE,222.6,16,13.9,12.3,22.0,14.8,13.6,14.9,14.0,,10.6,23.5,15.6,11.4,26.7,6.5,7.4,4.8,14.3,10.2
Detroit Lions,DET,DST,222.0,16,13.9,10.0,16.0,3.0,19.0,1.0,,9.0,14.0,29.0,20.0,16.0,12.0,13.0,15.0,7.0,25.0,13.0
Tennessee Titans,TEN,DST,222.0,16,13.9,9.0,5.0,18.0,,16.0,6.0,13.0,13.0,15.0,13.0,13.0,13.0,16.0,21.0,16.0,21.0,14.0
New York Giants,NYG,DST,221.0,16,13.8,1.0,-1.0,5.0,27.0,14.0,10.0,21.0,11.0,,13.0,22.0,11.0,16.0,15.0,12.0,33.0,11.0
Randy Moss,NE,WR,220.4,9,24.5,33.3,30.5,28.5,31.2,7.6,17.9,28.2,13.7,29.5,,,,,,,,
Dallas Cowboys,DAL,DST,219.0,16,13.7,-1.0,13.0,21.0,9.0,9.0,7.0,16.0,,10.0,19.0,15.0,23.0,17.0,11.0,16.0,17.0,17.0
Jay Cutler,DEN,QB,218.6,16,13.7,16.0,10.6,10.8,14.3,8.0,,22.0,15.3,0.8,11.8,16.7,19.3,5.5,28.0,15.3,6.4,17.8
Indianapolis Colts,IND,DST,217.0,16,13.6,20.0,8.0,7.0,6.0,4.0,,15.0,10.0,6.0,24.0,16.0,16.0,17.0,27.0,10.0,16.0,15.0
Greg Jennings,GB,WR,217.0,13,16.7,,,18.2,13.3,18.3,5.0,,26.1,23.5,10.3,17.8,23.0,19.7,18.0,16.6,7.2,
Chicago Bears,CHI,DST,214.0,16,13.4,9.0,13.0,5.0,11.0,12.0,0.0,4.0,7.0,,19.0,14.0,17.0,20.0,13.0,20.0,29.0,21.0
Anquan Boldin,ARI,WR,211.7,12,17.6,13.6,12.3,44.1,,,,22.9,,7.0,5.5,17.1,13.6,4.5,,14.3,41.2,15.6
Maurice Jones-Drew,JAC,RB,211.5,15,14.1,9.0,5.1,7.5,,20.2,34.4,15.9,8.2,7.9,21.9,10.7,10.6,12.7,6.5,14.9,26.0,
Jerricho Cotchery,NYJ,WR,210.8,15,14.1,11.7,23.5,10.4,18.5,7.1,13.5,17.9,9.7,15.1,,1.5,6.3,,17.9,11.3,29.2,17.2
Reggie Bush,NO,RB,210.8,12,17.6,8.5,13.0,21.5,,20.9,20.1,20.3,18.3,30.5,15.4,22.4,9.2,10.7,,,,
Pittsburgh Steelers,PIT,DST,208.0,16,13.0,20.0,11.0,11.0,6.0,15.0,,6.0,6.0,18.0,12.0,15.0,18.0,13.0,10.0,12.0,21.0,14.0
Green Bay Packers,GB,DST,207.0,16,12.9,17.0,10.0,4.0,10.0,4.0,16.0,,9.0,15.0,15.0,18.0,16.0,12.0,22.0,18.0,7.0,14.0
Steven Jackson,LAR,RB,205.4,12,17.1,7.1,12.6,17.3,,,,,13.0,,25.1,15.2,19.5,26.7,15.7,27.0,19.6,6.6
Tampa Bay Buccaneers,TB,DST,204.0,16,12.8,5.0,7.0,14.0,11.0,2.0,13.0,3.0,3.0,8.0,,29.0,24.0,12.0,17.0,25.0,16.0,15.0
Arizona Cardinals,ARI,DST,202.0,16,12.6,6.0,4.0,6.0,9.0,13.0,2.0,4.0,,4.0,24.0,30.0,10.0,25.0,8.0,15.0,14.0,28.0
Jacksonville Jaguars,JAC,DST,202.0,16,12.6,10.0,11.0,8.0,,9.0,13.0,3.0,14.0,-1.0,20.0,14.0,17.0,13.0,21.0,15.0,22.0,13.0
Dwayne Bowe,KC,WR,199.5,16,12.5,7.2,10.2,18.1,30.4,11.0,8.6,11.4,,0.0,19.5,19.4,10.3,10.5,5.5,11.4,23.7,2.3
Donald Driver,GB,WR,199.2,15,13.3,12.6,21.3,24.6,12.7,9.1,8.8,,5.8,14.9,10.3,13.8,24.7,13.6,6.8,13.0,7.2,
Eli Manning,NYG,QB,198.2,16,12.4,26.7,10.4,9.2,6.9,15.1,16.1,11.8,10.9,,9.7,15.8,6.9,8.0,13.5,11.5,0.4,25.3
Washington Commanders,WAS,DST,196.0,16,12.3,8.0,7.0,8.0,,25.0,10.0,15.0,-1.0,6.0,16.0,13.0,13.0,12.0,17.0,14.0,19.0,14.0
Santonio Holmes,PIT,WR,195.9,13,15.1,14.6,8.3,7.9,30.7,,,17.4,14.9,27.0,9.1,18.5,,,2.3,7.4,18.0,19.8
Marshawn Lynch,BUF,RB,194.2,13,14.9,17.9,9.5,16.0,13.9,11.8,,18.8,9.7,27.3,17.5,,,,10.7,8.2,19.2,13.7
Andre Johnson,HOU,WR,193.1,9,21.5,27.2,31.0,,,,,,,,,24.0,6.7,26.6,23.2,20.6,20.4,13.4
New Orleans Saints,NO,DST,193.0,16,12.1,4.0,-1.0,2.0,,4.0,17.0,4.0,8.0,14.0,14.0,15.0,19.0,23.0,21.0,16.0,15.0,18.0
T.J. Houshmandzadeh,CIN,WR,190.4,8,23.8,20.0,26.9,32.4,25.9,,34.5,15.1,21.1,14.5,,,,,,,,
Brian Westbrook,PHI,RB,188.6,7,26.9,19.1,24.2,45.1,,,21.6,17.9,25.2,35.5,,,,,,,,
Dallas Clark,IND,TE,188.5,15,12.6,8.2,19.9,15.8,25.6,17.9,,16.6,4.2,3.5,,4.5,15.9,25.0,2.5,1.9,25.5,1.5
Buffalo Bills,BUF,DST,188.0,16,11.8,4.0,3.0,-1.0,6.0,24.0,,4.0,16.0,2.0,13.0,7.0,13.0,20.0,31.0,11.0,17.0,18.0
Philip Rivers,LAC,QB,187.5,16,11.7,5.5,11.8,22.1,4.4,24.5,4.3,,17.7,4.4,0.2,14.0,22.3,8.1,13.3,9.7,11.6,13.6
Carolina Panthers,CAR,DST,187.0,16,11.7,9.0,1.0,6.0,3.0,9.0,16.0,,1.0,12.0,20.0,12.0,12.0,34.0,9.0,15.0,12.0,16.0
Ryan Grant,GB,RB,186.1,15,12.4,,3.1,1.7,3.8,1.7,0.0,,14.1,13.2,24.9,10.0,25.2,22.8,24.2,11.8,17.9,11.7
Cincinnati Bengals,CIN,DST,185.0,16,11.6,21.0,-2.0,8.0,1.0,,7.0,11.0,3.0,1.0,24.0,17.0,15.0,18.0,11.0,12.0,19.0,19.0
Denver Broncos,DEN,DST,179.0,16,11.2,5.0,11.0,7.0,-4.0,-3.0,,15.0,2.0,2.0,28.0,17.0,21.0,12.0,21.0,12.0,14.0,19.0
Kansas City Chiefs,KC,DST,178.0,16,11.1,7.0,10.0,11.0,16.0,5.0,11.0,10.0,,5.0,13.0,15.0,14.0,15.0,11.0,11.0,11.0,13.0
LaDainian Tomlinson,LAC,RB,175.2,8,21.9,25.3,9.8,18.5,26.4,17.0,48.4,,10.1,19.7,,,,,,,,
Houston Texans,HOU,DST,174.0,16,10.9,24.0,15.0,0.0,3.0,4.0,7.0,7.0,1.0,8.0,,17.0,13.0,15.0,18.0,15.0,13.0,14.0
Nate Burleson,SEA,WR,173.8,16,10.9,6.4,11.9,19.6,3.0,1.7,18.3,2.2,,9.9,9.1,7.4,3.0,17.1,16.0,3.1,14.2,30.9
Brandon Jacobs,NYG,RB,173.3,11,15.8,2.6,,,,16.0,9.8,21.3,15.7,,11.5,20.3,,,7.1,19.0,27.9,22.1
Las Vegas Raiders,LV,DST,173.0,16,10.8,2.0,14.0,6.0,7.0,,7.0,8.0,6.0,3.0,13.0,23.0,15.0,19.0,9.0,15.0,16.0,10.0
Kevin Walter,HOU,WR,172.0,16,10.8,2.0,1.7,3.7,13.7,12.6,27.5,21.7,14.7,6.3,,6.6,18.5,2.1,15.7,8.3,16.9,0.0
Baltimore Ravens,BAL,DST,171.0,16,10.7,6.0,12.0,3.0,2.0,9.0,23.0,5.0,,1.0,13.0,18.0,10.0,15.0,10.0,15.0,13.0,16.0
Ronnie Brown,MIA,RB,170.1,7,24.3,13.2,8.9,47.1,32.7,26.3,26.0,15.9,,,,,,,,,,
Joseph Addai,IND,RB,166.9,7,23.8,23.3,16.7,24.1,23.6,,,14.7,30.9,33.6,,,,,,,,
Atlanta Falcons,ATL,DST,163.0,16,10.2,6.0,8.0,3.0,6.0,17.0,6.0,2.0,,11.0,11.0,12.0,16.0,15.0,9.0,11.0,10.0,20.0
Philadelphia Eagles,PHI,DST,163.0,16,10.2,12.0,4.0,16.0,7.0,,9.0,2.0,5.0,-2.0,15.0,10.0,10.0,16.0,16.0,20.0,13.0,10.0
Jason Campbell,WAS,QB,162.5,13,12.5,7.8,14.3,12.8,,19.9,17.3,2.5,10.6,8.8,22.2,21.7,12.4,8.4,3.8,,,
San Francisco 49ers,SF,DST,162.0,16,10.1,6.0,11.0,3.0,4.0,4.0,,6.0,1.0,4.0,15.0,16.0,28.0,13.0,9.0,10.0,18.0,14.0
Santana Moss,WAS,WR,161.1,14,11.5,5.8,14.9,11.4,,,0.0,2.8,10.1,8.9,,27.1,8.7,12.4,5.9,10.5,17.1,25.5
Cleveland Browns,CLE,DST,161.0,16,10.1,2.0,3.0,6.0,8.0,-1.0,5.0,,4.0,3.0,16.0,27.0,18.0,9.0,18.0,12.0,16.0,15.0
Calvin Johnson,DET,WR,158.8,15,10.6,17.0,16.8,7.8,,1.3,,14.9,7.5,7.7,6.7,13.5,21.3,2.7,10.1,15.2,6.9,9.4
Owen Daniels,HOU,TE,155.8,16,9.7,2.4,8.8,12.6,11.9,15.6,12.9,4.0,7.5,8.1,,12.4,21.2,7.2,11.0,8.3,4.7,7.2
Terrell Owens,DAL,WR,153.5,8,19.2,23.7,21.2,22.5,6.3,4.5,18.6,23.3,,33.4,,,,,,,,
Miami Dolphins,MIA,DST,149.0,16,9.3,7.0,-3.0,0.0,-1.0,6.0,-1.0,5.0,7.0,,14.0,16.0,17.0,26.0,9.0,17.0,21.0,9.0
Heath Miller,PIT,TE,145.6,16,9.1,13.5,5.4,12.2,7.6,14.4,,22.0,6.2,9.7,18.1,5.6,0.0,7.0,6.8,10.4,1.7,5.0
New York Jets,NYJ,DST,145.0,16,9.1,-4.0,1.0,2.0,7.0,9.0,6.0,2.0,7.0,3.0,,21.0,12.0,20.0,12.0,17.0,17.0,13.0
Chad Johnson,CIN,WR,144.7,8,18.1,20.7,43.9,22.8,8.3,,16.3,14.7,10.1,7.9,,,,,,,,
DeAngelo Williams,CAR,RB,142.2,16,8.9,8.3,9.1,4.7,13.2,2.3,18.1,,8.5,4.5,2.7,5.0,1.9,13.8,3.2,15.2,7.6,24.1
Donte' Stallworth,NE,WR,134.9,16,8.4,2.9,3.9,3.8,8.9,17.7,26.6,14.1,8.4,6.2,,10.6,9.4,9.8,1.9,0.0,4.5,6.2
Marion Barber,DAL,RB,134.8,8,16.9,16.4,23.5,24.2,9.2,13.3,8.1,20.5,,19.6,,,,,,,,
Tony Scheffler,DEN,TE,133.9,16,8.4,0.0,0.0,0.0,0.0,5.7,,16.0,11.8,10.6,7.1,6.8,19.2,2.7,7.1,23.0,5.7,18.2
Clinton Portis,WAS,RB,133.5,8,16.7,15.8,14.6,21.7,,11.1,11.9,19.7,13.1,25.6,,,,,,,,
Brandon Stokley,DEN,WR,132.9,13,10.2,9.5,13.3,6.6,4.0,2.4,,17.4,12.1,13.2,5.6,16.5,10.0,13.2,9.1,,,
Joey Galloway,TB,WR,132.9,9,14.8,12.3,29.5,8.2,1.7,9.0,19.7,9.6,23.5,19.4,,,,,,,,
Tarvaris Jackson,MIN,QB,132.4,12,11.0,9.5,6.2,,,,9.4,4.9,,4.4,,6.7,13.0,16.2,11.8,6.5,25.2,18.6
Brett Favre,GB,QB,131.9,8,16.5,6.0,21.2,26.9,21.9,12.9,4.3,,20.4,18.3,,,,,,,,
Derrick Mason,BAL,WR,130.4,8,16.3,14.6,13.4,21.9,17.8,19.5,12.9,20.8,,9.5,,,,,,,,
Michael Jenkins,ATL,WR,130.2,15,8.7,3.3,2.5,13.6,24.4,1.2,4.3,12.9,,5.1,1.6,16.3,1.9,15.8,23.3,1.5,2.5,
Torry Holt,LAR,WR,129.6,8,16.2,21.3,18.4,11.3,10.2,21.9,7.3,16.2,23.0,,,,,,,,,
Larry Johnson,KC,RB,128.5,8,16.1,15.7,11.7,4.7,17.8,6.5,22.3,25.3,,24.5,,,,,,,,
Vernon Davis,SF,TE,126.9,14,9.1,2.4,4.3,9.6,,,,6.2,19.1,14.7,1.4,9.0,16.5,2.9,9.2,15.6,12.0,4.0
Bobby Engram,SEA,WR,126.7,8,15.8,9.4,12.1,17.2,15.3,4.5,21.0,13.3,,33.9,,,,,,,,
James Jones,GB,WR,126.6,16,7.9,6.9,11.5,13.9,14.9,11.1,0.0,,19.7,6.2,9.2,5.5,12.5,6.9,0.0,4.9,0.0,3.4
Jeff Garcia,TB,QB,125.6,9,14.0,8.3,18.3,6.3,14.0,14.4,15.1,21.6,13.2,14.4,,,,,,,,
Laveranues Coles,NYJ,WR,125.3,8,15.7,24.9,11.7,12.0,20.5,16.9,3.7,33.3,2.3,,,,,,,,,
Kevin Curtis,PHI,WR,124.3,8,15.5,7.3,6.8,51.1,4.1,,23.1,11.2,10.6,10.1,,,,,,,,
Vincent Jackson,LAC,WR,121.3,16,7.6,5.8,9.3,21.8,8.2,17.4,1.5,,0.0,2.6,4.8,3.0,11.5,10.8,7.7,5.0,8.6,3.3
Cedric Benson,CHI,RB,120.7,11,11.0,6.3,12.0,12.4,12.4,13.9,10.5,7.5,8.0,,17.3,15.7,4.7,,,,,
Roy Williams,DET,WR,117.9,8,14.7,12.0,25.0,35.4,11.3,6.6,,5.3,15.7,6.6,,,,,,,,
Donovan McNabb,PHI,QB,116.7,8,14.6,10.3,11.1,31.9,5.9,,13.4,14.8,18.6,10.7,,,,,,,,
Jon Kitna,DET,QB,114.5,8,14.3,21.3,15.0,23.9,17.8,0.5,,6.8,10.6,18.6,,,,,,,,
Earnest Graham,TB,RB,113.0,9,12.6,3.0,0.2,19.5,12.6,4.9,10.6,32.1,8.4,21.7,,,,,,,,
Matt Schaub,HOU,QB,112.9,11,10.3,10.9,17.4,9.9,18.6,10.4,9.0,0.9,-0.9,,,20.4,14.9,1.4,,,,
Willie Parker,PIT,RB,112.0,8,14.0,11.7,21.3,15.2,10.6,10.2,,14.7,21.4,6.9,,,,,,,,
Leon Washington,NYJ,RB,112.0,16,7.0,7.5,0.0,1.8,20.2,2.2,2.3,7.2,3.2,7.1,,1.0,2.9,24.3,7.6,9.6,2.7,12.4
Benjamin Watson,NE,TE,112.0,12,9.3,8.9,15.9,9.7,3.2,29.8,3.8,,,3.0,,13.3,4.7,4.6,7.3,,,7.8
LaMont Jordan,LV,RB,111.1,8,13.9,30.9,15.9,23.3,9.1,,14.8,10.9,1.6,4.6,,,,,,,,
Shaun McDonald,DET,WR,108.1,8,13.5,21.0,14.1,18.6,13.0,5.9,,3.7,12.4,19.4,,,,,,,,
LenDale White,TEN,RB,108.0,8,13.5,9.3,12.4,13.0,,3.2,15.3,22.6,15.1,17.1,,,,,,,,
Ike Hilliard,TB,WR,107.4,9,11.9,8.9,7.1,5.2,18.4,13.8,9.9,24.2,5.9,14.0,,,,,,,,
Zach Miller,LV,TE,106.4,16,6.7,5.3,4.8,2.3,0.0,,10.7,8.8,3.9,1.3,8.3,6.3,7.8,14.8,1.8,2.2,11.7,16.4
Edgerrin James,ARI,RB,105.6,8,13.2,19.2,23.0,7.7,15.4,10.7,13.8,8.3,,7.5,,,,,,,,
Nate Washington,PIT,WR,104.0,16,6.5,0.0,9.0,0.0,3.8,5.6,,5.0,0.0,20.1,9.6,0.0,1.6,3.6,4.9,10.0,19.0,11.8
Kenny Watson,CIN,RB,103.9,7,14.8,,1.1,13.1,8.3,,11.2,36.7,16.4,17.1,,,,,,,,
Jamal Lewis,CLE,RB,102.0,7,14.6,6.6,27.6,9.8,12.4,1.1,,,6.1,38.4,,,,,,,,
Derrick Ward,NYG,RB,101.8,7,14.5,21.6,16.5,18.0,13.6,15.4,10.8,5.9,,,,,,,,,,
Jeff King,CAR,TE,98.6,16,6.2,8.5,7.9,15.6,2.4,5.3,3.2,,18.2,3.4,5.1,3.3,8.6,8.4,3.9,3.3,0.0,1.5
Sidney Rice,MIN,WR,98.4,13,7.6,3.0,0.0,4.1,19.5,,2.3,0.0,5.7,16.6,,7.6,17.2,16.3,4.1,2.0,,
Bernard Berrian,CHI,WR,95.8,8,12.0,13.3,11.5,13.3,17.9,2.0,18.8,10.5,8.5,,,,,,,,,
Chris Chambers,Multi,WR,94.4,8,11.8,15.2,19.4,16.1,4.1,3.9,13.3,,11.5,10.9,,,,,,,,
Lee Evans,BUF,WR,94.4,8,11.8,2.5,3.7,1.7,13.2,2.2,,14.8,24.8,31.5,,,,,,,,
DeShaun Foster,CAR,RB,92.2,8,11.5,11.1,8.1,26.5,11.1,5.9,6.9,,13.7,8.9,,,,,,,,
Greg Olsen,CHI,TE,90.1,14,6.4,,,4.8,0.0,15.7,11.3,8.8,17.9,,0.0,11.3,2.0,2.7,6.1,3.8,2.0,3.7
Patrick Crayton,DAL,WR,90.0,8,11.3,8.1,0.0,5.7,37.4,19.3,15.6,3.9,,0.0,,,,,,,,
Thomas Jones,NYJ,RB,89.8,9,10.0,5.8,10.7,13.1,7.5,7.0,15.1,6.7,15.4,8.5,,,,,,,,
Alex Smith,TB,TE,88.5,14,6.3,8.6,6.5,13.6,5.7,14.6,2.5,,13.2,3.3,1.2,14.1,7.1,2.1,5.9,0.0,13.9,2.8
Ted Ginn Jr.,MIA,WR,88.3,16,5.5,0.7,-0.3,2.5,0.0,4.6,4.2,6.7,9.1,,2.2,9.2,6.4,4.9,10.7,2.4,6.7,18.3
Marcedes Lewis,JAC,TE,88.1,16,5.5,7.5,5.9,7.4,,4.3,5.0,3.3,0.0,8.6,1.8,7.1,10.7,15.2,5.5,5.8,0.0,0.0
Andre Davis,HOU,WR,87.1,7,12.4,,,11.0,22.7,11.9,6.0,20.8,1.6,13.1,,,,,,,,
Chris Cooley,WAS,TE,86.7,8,10.8,2.0,10.5,10.9,,14.6,25.5,1.3,12.1,9.8,,,,,,,,
Chad Pennington,NYJ,QB,85.0,7,12.1,15.0,,18.9,11.7,7.8,3.3,23.6,4.7,,,,,,,,,
Roscoe Parrish,BUF,WR,84.1,16,5.3,4.3,11.6,4.7,7.3,9.4,,1.9,2.2,0.8,0.0,11.7,15.0,7.6,1.1,0.0,5.2,1.3
David Garrard,JAC,QB,83.1,6,13.9,14.9,16.9,15.4,,13.6,19.4,2.9,,,,,,,,,,
Trent Edwards,BUF,QB,82.1,10,8.2,,,1.9,11.3,5.6,,4.1,3.4,,,,,10.7,22.8,6.2,9.1,7.0
Damon Huard,KC,QB,81.2,8,10.2,2.7,9.1,12.6,15.1,5.8,18.5,4.9,,12.5,,,,,,,,
Kevin Jones,DET,RB,81.1,6,13.5,,,9.1,12.4,8.5,,23.0,19.5,8.6,,,,,,,,
Brad Smith,NYJ,WR,81.0,16,5.1,0.0,1.8,6.8,5.8,13.4,1.6,2.2,7.3,6.7,,6.5,3.2,9.5,5.7,1.0,9.5,0.0
Devery Henderson,NO,WR,80.9,16,5.1,6.9,0.0,2.1,,14.1,0.0,10.7,4.3,2.5,5.0,7.6,4.3,11.5,5.7,0.0,6.2,0.0
Lance Moore,NO,WR,80.9,16,5.1,0.0,7.6,11.4,,6.2,13.2,2.0,2.0,11.6,2.2,0.0,10.6,3.8,3.4,0.0,5.8,1.1
Josh McCown,LV,QB,80.2,9,8.9,16.8,5.7,9.8,,,,,,7.4,4.5,,,19.8,5.0,9.4,1.8,
Jeremy Shockey,NYG,TE,79.4,8,9.9,9.1,11.0,12.9,2.7,11.3,11.3,14.9,6.2,,,,,,,,,
Shaun Alexander,SEA,RB,78.8,8,9.9,19.7,15.5,12.8,9.3,6.2,3.5,7.5,,4.3,,,,,,,,
Brian Leonard,LAR,RB,78.6,16,4.9,4.2,4.3,3.7,6.9,18.5,7.1,4.4,9.4,,4.2,3.0,2.0,5.3,1.4,1.4,0.0,2.8
Derek Hagan,MIA,WR,78.3,16,4.9,0.0,11.3,1.9,0.0,0.0,6.0,9.6,4.7,,4.9,0.0,0.0,3.4,17.3,6.8,0.0,12.4
Kellen Clemens,NYJ,QB,78.2,10,7.8,1.4,10.6,,,,,,-1.3,17.8,,10.0,4.3,12.8,14.2,-2.0,,10.4
Amani Toomer,NYG,WR,77.5,8,9.7,18.1,6.8,6.4,9.4,0.0,21.9,12.6,2.3,,,,,,,,,
Travis Henry,DEN,RB,77.5,7,11.1,21.3,15.6,9.5,13.1,6.5,,5.1,,6.4,,,,,,,,
Warrick Dunn,ATL,RB,77.0,8,9.6,12.1,12.4,10.8,11.1,5.9,4.8,3.9,,16.0,,,,,,,,
Hines Ward,PIT,WR,76.9,6,12.8,14.1,10.5,1.9,,,,14.8,28.8,6.8,,,,,,,,
Antwaan Randle El,WAS,WR,76.5,8,9.6,20.9,8.4,5.1,,17.0,5.0,8.4,7.3,4.4,,,,,,,,
Joe Jerevicius,CLE,WR,74.5,8,9.3,4.8,20.4,6.3,9.0,2.7,5.8,,12.6,12.9,,,,,,,,
Arnaz Battle,SF,WR,74.2,8,9.3,17.1,3.7,5.5,4.9,12.6,,17.7,5.2,7.5,,,,,,,,
Brian Griese,CHI,QB,74.0,5,14.8,,,,14.2,14.5,23.3,16.9,5.1,,,,,,,,,
Donald Lee,GB,TE,73.2,8,9.2,6.7,13.5,8.4,10.6,5.3,10.5,,6.4,11.8,,,,,,,,
Desmond Clark,CHI,TE,72.2,8,9.0,6.8,6.9,7.8,17.4,15.2,7.8,8.2,2.1,,,,,,,,,
David Patten,NO,WR,71.6,7,10.2,3.8,8.6,1.6,,,19.3,4.9,15.3,18.1,,,,,,,,
Fred Jackson,BUF,RB,71.0,8,8.9,,,,,,,,1.0,,,4.4,11.5,19.1,13.1,8.2,3.7,10.0
Joey Harrington,ATL,QB,70.6,8,8.8,4.8,8.2,22.8,16.8,1.5,6.5,5.1,,4.9,,,,,,,,
Kevin Faulk,NE,RB,70.5,9,7.8,2.3,2.3,10.2,9.1,2.3,10.1,4.4,15.9,13.9,,,,,,,,
Jerry Porter,LV,TE,70.2,8,8.8,4.6,11.6,3.0,20.2,,5.8,6.9,8.6,9.5,,,,,,,,
Pierre Thomas,NO,RB,69.3,12,5.8,,,,,0.3,0.0,8.8,0.9,0.0,0.0,0.6,3.2,,3.1,3.2,8.6,40.6
