Player,Team,Position,Points,Games,Avg,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17
T.J. Houshmandzadeh,CIN,WR,227.8,14,16.3,12.5,24.9,3.3,19.0,,,16.2,18.4,11.1,,10.2,30.4,26.5,17.3,18.1,14.0,5.9
Eli Manning,NYG,QB,226.5,16,14.2,10.9,10.6,23.4,27.6,,9.6,14.6,7.8,13.7,10.0,21.4,23.3,2.1,17.3,9.1,13.1,12.0
Thomas Jones,CHI,RB,225.8,15,15.1,12.5,29.8,22.4,,16.2,22.5,14.4,10.7,4.4,,8.7,15.2,9.3,19.5,16.4,17.6,6.2
Michael Vick,ATL,QB,225.6,15,15.0,17.0,13.2,19.1,11.8,,11.6,12.4,,16.9,26.4,21.9,17.5,5.5,27.0,4.0,18.7,2.6
Terry Glenn,DAL,WR,223.2,16,14.0,7.2,27.7,18.7,8.4,30.8,12.4,7.5,9.5,,10.1,6.5,9.6,12.7,32.4,4.5,18.8,6.4
Jake Plummer,DEN,QB,221.7,16,13.9,11.8,8.1,17.0,13.1,8.1,19.1,12.9,30.6,,14.9,11.0,10.0,11.8,13.1,20.3,16.3,3.6
Drew Brees,LAC,QB,220.1,16,13.8,12.6,5.0,15.5,17.8,11.1,10.1,16.9,23.1,12.6,,29.5,2.8,14.4,24.3,10.2,11.5,2.7
Trent Green,KC,QB,218.7,16,13.7,5.9,9.7,12.8,13.1,,15.7,11.4,22.1,13.4,3.2,19.9,16.7,15.4,17.6,7.1,17.0,17.7
Drew Bledsoe,DAL,QB,218.5,16,13.7,21.7,14.9,27.0,11.2,25.0,10.7,5.5,12.8,,10.4,4.6,19.5,5.7,25.3,4.1,10.4,9.7
Reggie Wayne,IND,WR,218.5,15,14.6,9.0,4.9,15.7,12.8,13.5,18.9,17.9,,27.4,15.2,22.7,11.2,14.0,12.1,19.1,4.1,
Warrick Dunn,ATL,RB,216.6,16,13.5,12.7,5.4,11.2,20.3,12.6,19.5,18.1,,21.1,24.8,12.2,12.6,9.6,13.2,10.0,7.4,5.9
Mike Anderson,DEN,RB,216.6,15,14.4,0.5,12.0,15.8,17.2,7.0,11.7,18.0,21.2,,12.5,33.9,3.7,23.3,2.1,23.1,14.6,
Keenan McCardell,LAC,WR,216.3,16,13.5,33.3,9.4,24.0,8.1,1.5,4.0,18.8,12.3,4.5,,21.4,9.5,10.0,18.8,17.8,11.8,11.1
Kerry Collins,LV,QB,216.1,15,14.4,22.8,15.6,21.7,8.6,,9.7,15.1,19.4,13.0,14.4,13.4,13.3,11.4,,7.4,5.1,25.2
Eddie Kennison,KC,WR,212.5,15,14.2,11.6,10.0,19.2,26.2,,,4.8,24.5,11.0,8.1,21.5,9.0,14.8,20.7,5.1,3.9,22.1
Derrick Mason,BAL,WR,211.3,16,13.2,17.9,20.0,,10.4,12.5,16.5,5.8,16.1,11.0,10.3,8.2,14.8,6.2,11.3,14.7,25.3,10.3
Reuben Droughns,CLE,RB,211.1,16,13.2,13.0,11.9,13.8,,13.3,6.3,12.9,9.9,22.9,22.3,23.9,16.9,8.8,8.8,13.4,7.5,5.5
Jake Delhomme,CAR,QB,209.8,16,13.1,10.2,4.0,21.4,15.9,15.6,11.9,,25.8,12.6,4.6,6.2,11.5,12.7,11.4,15.2,16.3,14.5
Randy Moss,LV,WR,208.5,15,13.9,24.0,23.7,13.6,16.3,,,13.3,5.6,7.7,20.7,7.0,5.8,14.4,3.8,9.8,12.2,30.6
Jimmy Smith,JAC,WR,208.3,16,13.0,32.0,7.9,12.1,21.9,7.3,6.2,,4.7,9.2,7.3,13.9,14.0,13.9,24.2,13.0,12.1,8.6
Deion Branch,NE,WR,207.8,16,13.0,22.9,14.0,13.8,1.6,18.7,15.7,,18.2,16.8,13.2,14.8,9.9,9.4,13.3,4.7,10.9,9.9
Mark Brunell,WAS,QB,207.0,16,12.9,2.6,21.1,,16.6,22.6,25.4,22.1,0.7,9.4,16.5,7.2,11.7,10.2,-1.3,22.4,11.3,8.5
Donte' Stallworth,NO,WR,206.7,16,12.9,8.7,22.1,0.0,20.9,1.6,21.3,15.2,8.2,12.7,,25.6,15.8,5.0,9.3,21.2,7.0,12.1
Domanick Williams,HOU,RB,206.3,11,18.8,7.7,19.2,,15.2,25.3,14.8,17.5,13.6,,,20.0,21.0,20.1,31.9,,,
Todd Heap,BAL,TE,202.5,16,12.7,7.8,10.6,,7.9,13.4,19.9,14.1,8.8,6.8,10.8,6.9,26.7,8.1,11.5,32.0,13.0,4.2
Willis McGahee,BUF,RB,200.5,16,12.5,16.2,4.3,20.0,18.1,17.1,25.7,11.6,17.7,,6.6,5.1,5.3,11.9,1.8,14.0,9.6,15.5
Jerry Porter,LV,TE,199.4,16,12.5,7.8,11.8,8.2,7.1,,11.3,8.3,30.3,19.8,5.7,26.2,8.7,11.0,13.6,9.1,6.9,13.6
Jeremy Shockey,NYG,TE,198.1,15,13.2,10.9,11.4,16.1,15.7,,23.9,7.4,11.9,17.7,10.5,7.1,30.7,4.0,20.7,6.3,3.8,
Chicago Bears,CHI,DST,198.0,16,12.4,13.0,27.0,3.0,,8.0,16.0,11.0,14.0,12.0,14.0,19.0,10.0,20.0,0.0,15.0,17.0,-1.0
Antonio Bryant,CLE,WR,194.2,16,12.1,11.5,6.2,14.5,,26.3,7.4,2.8,13.8,10.9,19.2,10.0,3.6,9.3,8.8,13.6,9.0,27.3
Carolina Panthers,CAR,DST,193.0,16,12.1,5.0,12.0,2.0,4.0,10.0,19.0,,8.0,21.0,28.0,6.0,11.0,15.0,2.0,17.0,10.0,23.0
Corey Dillon,NE,RB,191.4,11,17.4,23.3,3.6,22.4,15.6,13.9,,,19.2,9.9,,,,18.4,23.1,22.3,19.7,
Keyshawn Johnson,DAL,WR,191.2,16,12.0,23.5,4.6,20.4,2.6,11.0,18.0,12.8,17.4,,10.6,8.7,17.9,3.6,6.5,4.0,14.9,14.7
Chris Cooley,WAS,TE,190.4,16,11.9,6.4,4.0,,10.1,22.2,17.4,6.8,4.9,15.5,12.6,12.4,5.8,16.8,6.5,31.1,15.1,2.8
Willie Parker,PIT,RB,190.0,15,12.7,27.9,17.1,5.9,,5.0,5.5,19.1,10.1,3.3,,16.1,10.6,9.2,13.3,11.7,19.0,16.2
Steve McNair,TEN,QB,188.4,14,13.5,10.7,12.0,14.8,14.8,22.9,7.1,,17.3,11.6,,14.5,23.7,9.1,10.0,21.7,-1.8,
Laveranues Coles,NYJ,WR,187.5,16,11.7,12.6,17.8,5.7,2.6,14.9,7.3,18.6,,18.4,6.0,12.2,6.6,7.5,6.0,15.3,24.1,11.9
Eric Moulds,BUF,WR,186.6,14,13.3,8.0,1.8,4.8,3.4,18.9,19.3,7.6,27.5,,7.6,8.8,15.4,,,20.0,19.9,23.6
Brett Favre,GB,QB,185.6,16,11.6,3.9,23.6,10.5,31.3,21.5,,20.6,5.6,6.6,12.3,13.1,7.2,7.1,3.5,1.8,4.7,12.3
Chris Brown,TEN,RB,184.8,15,12.3,6.3,8.8,10.8,6.8,10.1,26.2,3.7,19.0,17.3,,27.9,22.5,4.8,13.2,5.6,1.8,
Alge Crumpler,ATL,TE,184.7,16,11.5,9.4,10.3,6.5,10.6,21.9,9.2,10.6,,12.5,9.0,15.9,29.4,8.2,12.4,3.4,10.3,5.1
Joe Jerevicius,SEA,WR,184.4,15,12.3,15.4,7.6,3.6,2.7,28.7,11.9,11.4,,13.1,5.7,8.0,33.7,,16.3,12.1,5.1,9.1
Kevin Curtis,LAR,WR,182.6,16,11.4,13.3,4.9,16.6,13.8,17.3,16.3,16.4,19.5,,11.1,24.8,12.6,2.6,3.3,1.7,3.5,4.9
Cadillac Williams,TB,RB,181.9,14,13.0,20.8,18.8,16.8,3.9,,,,3.5,8.4,2.0,21.9,11.1,12.3,25.6,5.7,23.0,8.1
Tony Gonzalez,KC,TE,180.5,16,11.3,9.1,9.4,7.9,2.5,,3.3,13.7,22.7,12.0,16.1,18.8,10.3,9.5,14.4,9.1,10.8,10.9
Jason Witten,DAL,TE,177.7,16,11.1,2.2,7.5,20.5,9.9,15.0,16.6,6.7,12.1,,5.7,3.5,23.2,1.5,22.3,14.1,1.9,15.0
DeShaun Foster,CAR,RB,177.1,15,11.8,8.6,7.0,10.5,12.3,10.9,,,6.9,5.9,9.3,9.1,13.8,33.0,6.8,10.4,10.1,22.5
Ronnie Brown,MIA,RB,175.9,15,11.7,7.1,5.0,23.7,,17.6,14.6,19.0,13.8,9.8,13.2,6.8,16.1,13.2,3.0,7.6,,5.4
Aaron Brooks,NO,QB,173.4,13,13.3,10.9,14.0,10.9,16.2,5.0,19.2,18.0,8.6,12.2,,22.7,19.0,1.5,15.2,,,
Indianapolis Colts,IND,DST,173.0,16,10.8,21.0,13.0,11.0,8.0,28.0,8.0,16.0,,6.0,4.0,-1.0,11.0,20.0,7.0,9.0,1.0,11.0
David Carr,HOU,QB,172.3,16,10.8,6.8,15.3,,14.5,11.6,12.4,7.4,9.1,13.6,10.4,7.1,25.6,5.4,8.6,4.2,18.5,1.8
Gus Frerotte,MIA,QB,171.8,16,10.7,17.2,9.1,12.5,,12.6,11.6,3.0,8.6,2.0,20.4,2.1,16.4,4.6,18.5,5.3,12.4,15.5
Amani Toomer,NYG,WR,170.4,15,11.4,,5.1,12.4,11.0,,3.1,20.2,6.3,6.8,18.1,17.6,18.2,1.8,11.4,17.9,20.5,0.0
Ben Roethlisberger,PIT,QB,170.2,12,14.2,17.2,18.2,18.3,,20.5,,9.2,13.5,,,,7.4,21.6,10.7,12.7,13.0,7.9
Tatum Bell,DEN,RB,168.5,14,12.0,7.0,,4.7,7.6,26.2,22.4,8.1,22.7,,8.9,5.0,,5.7,9.9,6.8,10.3,23.2
Lee Evans,BUF,WR,168.1,16,10.5,8.8,2.2,2.7,4.7,9.5,5.4,11.6,2.4,,21.6,10.9,9.5,34.7,12.3,2.5,21.7,7.6
Jamal Lewis,BAL,RB,163.7,15,10.9,6.2,8.1,,14.1,19.2,9.0,6.0,7.1,4.9,10.7,0.8,25.9,7.0,,19.4,10.5,14.8
Muhsin Muhammad,CHI,WR,163.0,15,10.9,11.9,20.1,9.8,,11.2,9.8,6.9,14.9,11.5,1.3,16.9,7.8,0.0,17.1,7.0,16.8,
Roy Williams,DET,WR,161.7,12,13.5,3.3,20.6,,8.4,4.4,,,,,36.7,12.2,14.5,7.4,15.3,11.7,15.1,12.1
Bobby Engram,SEA,WR,160.8,13,12.4,15.9,12.7,10.4,19.6,,,,,5.8,13.0,15.3,7.4,12.4,24.5,15.5,2.3,6.0
Seattle Seahawks,SEA,DST,160.0,16,10.0,3.0,4.0,11.0,6.0,7.0,7.0,13.0,,13.0,8.0,6.0,5.0,44.0,15.0,0.0,9.0,9.0
Donovan McNabb,PHI,QB,159.9,9,17.8,12.3,33.7,21.4,26.7,5.4,,11.4,20.6,15.4,13.0,,,,,,,
Terrell Owens,PHI,WR,159.5,7,22.8,18.2,31.3,23.0,34.1,10.0,,18.3,24.6,,,,,,,,,
Denver Broncos,DEN,DST,157.0,16,9.8,5.0,15.0,8.0,14.0,4.0,1.0,4.0,6.0,,17.0,23.0,11.0,5.0,14.0,2.0,12.0,16.0
Drew Bennett,TEN,WR,156.1,13,12.0,10.9,8.2,15.6,4.0,20.9,13.1,,,,,11.5,10.2,9.7,3.5,29.6,17.0,1.9
Mewelde Moore,MIN,RB,155.1,16,9.7,0.0,5.6,11.4,18.0,,15.9,20.5,10.1,8.5,0.0,15.8,9.6,-0.6,1.7,3.4,13.1,22.1
Pittsburgh Steelers,PIT,DST,153.0,16,9.6,15.0,14.0,9.0,,5.0,6.0,10.0,9.0,17.0,7.0,10.0,4.0,-3.0,7.0,18.0,20.0,5.0
New York Giants,NYG,DST,153.0,16,9.6,11.0,18.0,-2.0,11.0,,13.0,2.0,23.0,12.0,8.0,4.0,7.0,22.0,8.0,8.0,5.0,3.0
Eric Parker,LAC,WR,153.0,15,10.2,12.5,6.0,6.2,8.9,12.2,2.3,0.0,16.3,,,18.3,18.1,11.2,7.7,9.3,7.3,16.7
Tampa Bay Buccaneers,TB,DST,152.0,16,9.5,17.0,11.0,11.0,8.0,9.0,18.0,,1.0,0.0,4.0,13.0,8.0,17.0,8.0,0.0,7.0,20.0
Byron Leftwich,JAC,QB,151.5,11,13.8,19.0,9.0,12.3,9.9,14.4,9.2,,15.4,19.7,12.7,29.2,0.7,,,,,
Brandon Lloyd,SF,WR,151.3,16,9.5,15.5,4.7,30.2,17.2,0.0,,6.3,3.8,2.3,3.8,24.9,6.0,9.7,6.7,1.6,3.8,14.8
Ernest Wilford,JAC,TE,151.1,16,9.4,2.4,3.5,11.5,3.7,8.1,3.5,,26.5,18.9,2.0,15.7,4.8,6.6,5.3,4.8,21.8,12.0
Randy McMichael,MIA,TE,148.2,16,9.3,17.5,21.7,8.8,,10.0,5.0,5.9,5.0,5.1,15.1,0.0,15.9,10.1,3.2,8.2,8.2,8.5
L.J. Smith,PHI,TE,147.2,16,9.2,5.9,26.9,10.0,21.7,4.2,,12.3,7.1,2.0,11.6,15.4,4.8,6.6,4.5,2.0,1.9,10.3
David Givens,NE,WR,146.1,13,11.2,5.1,10.6,22.0,12.6,3.4,18.8,,12.8,10.4,,,,7.7,8.8,27.0,4.1,2.8
Jacksonville Jaguars,JAC,DST,146.0,16,9.1,14.0,6.0,11.0,5.0,6.0,17.0,,9.0,9.0,23.0,5.0,8.0,6.0,3.0,8.0,7.0,9.0
Andre Johnson,HOU,WR,144.8,12,12.1,5.5,6.0,,6.8,,,,,18.1,8.0,11.5,33.9,11.0,5.7,11.9,25.1,1.3
Baltimore Ravens,BAL,DST,142.0,16,8.9,1.0,4.0,,12.0,1.0,17.0,6.0,7.0,4.0,1.0,14.0,2.0,16.0,8.0,26.0,5.0,18.0
Miami Dolphins,MIA,DST,141.0,16,8.8,17.0,3.0,10.0,,6.0,5.0,1.0,19.0,8.0,6.0,2.0,15.0,8.0,9.0,13.0,14.0,5.0
Kurt Warner,ARI,QB,140.5,10,14.1,13.7,11.1,5.5,,,,,,11.4,19.4,25.5,19.1,13.7,12.5,8.6,,
Curtis Martin,NYJ,RB,139.3,12,11.6,10.7,9.8,9.1,7.5,17.9,23.1,14.4,,13.2,9.1,2.1,12.9,9.5,,,,
Ricky Williams,MIA,RB,136.6,12,11.4,,,,,,9.0,-0.1,8.2,11.2,4.2,8.3,17.5,19.8,2.8,14.4,24.5,16.8
Stephen Davis,CAR,RB,136.4,13,10.5,14.1,25.7,7.2,20.2,10.6,2.7,,17.7,17.9,14.1,0.6,2.5,0.8,2.3,,,
Travis Taylor,MIN,WR,134.7,16,8.4,6.8,14.5,19.0,11.2,,5.7,6.6,3.7,6.7,2.1,5.3,12.5,2.4,1.8,5.8,12.8,17.8
Cincinnati Bengals,CIN,DST,134.0,16,8.4,10.0,20.0,16.0,13.0,2.0,12.0,5.0,12.0,9.0,,-1.0,8.0,9.0,5.0,10.0,4.0,0.0
Marc Bulger,LAR,QB,133.9,8,16.7,21.3,10.6,22.0,21.7,19.4,6.8,,,,15.1,17.0,,,,,,
Ashley Lelie,DEN,WR,133.4,16,8.3,3.7,12.2,8.2,2.3,7.5,11.1,11.4,11.1,,10.6,12.1,0.0,8.3,7.0,6.3,17.7,3.9
Ben Troupe,TEN,TE,132.0,14,9.4,12.8,1.5,10.2,7.4,20.7,6.2,4.5,2.9,,,,6.8,11.7,5.8,17.6,0.0,23.9
Jermaine Wiggins,MIN,TE,131.8,15,8.8,7.3,4.7,12.0,5.5,,16.8,11.6,6.6,2.1,10.2,13.7,11.7,,4.8,2.9,17.3,4.6
Antonio Chatman,GB,WR,131.3,16,8.2,2.1,11.9,12.7,12.6,0.5,,13.5,17.7,8.3,4.7,2.4,0.0,9.2,0.3,12.3,10.5,12.6
Kevan Barlow,SF,RB,131.2,12,10.9,11.9,9.5,13.3,8.5,15.8,,11.4,14.2,10.5,6.3,5.8,15.7,,8.3,,,
Jerramy Stevens,SEA,TE,130.4,15,8.7,7.1,13.9,6.4,6.1,15.5,4.8,11.0,,4.8,8.9,3.7,0.0,6.2,11.8,15.3,14.9,
Minnesota Vikings,MIN,DST,130.0,16,8.1,12.0,-2.0,12.0,0.0,,8.0,1.0,-3.0,11.0,18.0,13.0,19.0,4.0,17.0,7.0,5.0,8.0
Brian Finneran,ATL,WR,129.1,14,9.2,3.2,14.5,9.7,6.1,17.3,0.0,,,23.2,11.0,7.0,,7.1,4.6,13.5,1.4,10.5
Dallas Cowboys,DAL,DST,129.0,16,8.1,6.0,10.0,8.0,4.0,11.0,16.0,11.0,17.0,,11.0,7.0,7.0,9.0,3.0,-2.0,8.0,3.0
Atlanta Falcons,ATL,DST,129.0,16,8.1,12.0,4.0,9.0,19.0,2.0,18.0,19.0,,6.0,2.0,2.0,17.0,2.0,8.0,4.0,8.0,-3.0
Detroit Lions,DET,DST,129.0,16,8.1,17.0,1.0,,12.0,10.0,23.0,14.0,8.0,5.0,4.0,4.0,4.0,2.0,9.0,2.0,13.0,1.0
Priest Holmes,KC,RB,127.8,7,18.3,16.0,18.0,12.3,21.8,,28.8,22.6,8.3,,,,,,,,,
Kevin Jones,DET,RB,127.3,13,9.8,11.6,3.7,,9.8,17.8,4.4,10.4,18.9,3.3,11.3,15.7,3.2,,8.2,,,9.0
Justin McCareins,NYJ,WR,127.1,16,7.9,6.9,13.7,2.6,8.9,0.0,16.6,6.6,,2.7,4.1,13.1,16.1,1.4,14.5,7.7,9.1,3.1
Washington Commanders,WAS,DST,126.0,16,7.9,11.0,4.0,,2.0,1.0,1.0,10.0,0.0,8.0,-2.0,10.0,9.0,11.0,14.0,19.0,5.0,23.0
Marty Booker,MIA,WR,125.6,14,9.0,21.4,3.1,3.5,,10.2,2.2,4.6,7.0,3.5,15.2,0.0,,,10.8,14.5,8.0,21.6
Chester Taylor,BAL,RB,124.9,15,8.3,6.9,5.6,,7.6,11.0,14.0,3.2,17.4,8.5,0.0,12.5,,5.6,10.3,3.7,9.4,9.2
Reggie Brown,PHI,WR,124.6,14,8.9,1.7,6.7,1.6,,1.3,,2.1,6.4,20.4,4.5,17.8,,5.7,12.2,4.6,12.9,26.7
Chris Perry,CIN,RB,123.7,14,8.8,9.8,12.0,5.2,7.5,9.6,22.3,9.4,16.3,3.5,,16.3,2.2,3.2,1.5,,,4.9
Michael Pittman,TB,RB,121.6,15,8.1,,9.6,0.3,24.6,15.7,20.8,,1.8,8.3,1.5,0.6,3.2,7.9,5.1,1.9,7.4,12.9
Erron Kinney,TEN,TE,121.3,13,9.3,10.8,3.3,13.4,11.2,6.7,9.2,11.0,11.9,18.4,,8.7,13.7,1.4,,,1.6,
Kansas City Chiefs,KC,DST,121.0,16,7.6,14.0,7.0,0.0,5.0,,16.0,5.0,3.0,3.0,7.0,14.0,12.0,6.0,3.0,5.0,9.0,12.0
Heath Miller,PIT,TE,120.9,14,8.6,7.3,,2.3,,13.6,17.2,17.8,16.8,3.1,,8.7,6.6,7.4,0.0,7.8,3.1,9.2
Brad Johnson,MIN,QB,120.6,11,11.0,,,,,,0.0,,13.5,13.3,5.8,7.1,18.1,19.0,5.7,2.3,17.9,17.9
Joe Horn,NO,WR,120.4,13,9.3,11.6,29.3,2.1,,,0.0,,16.9,4.7,,14.0,8.7,6.0,10.4,1.6,13.0,2.1
New York Jets,NYJ,DST,119.0,16,7.4,3.0,8.0,14.0,8.0,9.0,5.0,9.0,,4.0,4.0,4.0,1.0,3.0,18.0,3.0,10.0,16.0
Fred Taylor,JAC,RB,118.0,11,10.7,11.0,12.9,15.8,3.7,13.2,,,24.4,8.3,,-0.8,,,1.9,9.4,18.2,
Sam Gado,GB,RB,117.9,8,14.7,,,,,,,,0.8,14.1,32.8,4.7,19.2,15.7,25.0,5.6,,
Jabar Gaffney,HOU,WR,117.5,14,8.4,,2.7,,14.8,4.4,18.7,12.5,12.4,1.7,10.9,8.5,8.5,10.0,1.7,8.9,,1.8
Trent Dilfer,CLE,QB,117.4,11,10.7,11.6,25.9,8.3,,12.6,3.9,-1.9,12.3,13.2,12.6,9.8,9.1,,,,,
Michael Bennett,MIN,RB,116.7,16,7.3,5.0,4.5,0.4,4.7,,0.8,2.2,0.6,18.1,8.7,4.3,-0.3,23.9,17.6,4.8,1.9,19.5
Marcus Pollard,DET,TE,115.6,15,7.7,16.8,5.1,,2.5,,13.5,1.5,6.5,14.2,8.7,2.5,5.4,3.0,3.3,7.2,10.4,15.0
Buffalo Bills,BUF,DST,115.0,16,7.2,19.0,2.0,4.0,2.0,13.0,12.0,0.0,7.0,,21.0,-3.0,7.0,9.0,4.0,2.0,12.0,4.0
Matt Jones,JAC,WR,114.7,15,7.7,7.2,2.6,7.1,5.0,,9.3,,13.8,5.1,23.9,13.6,2.5,0.3,5.8,3.3,0.5,14.7
Marcus Robinson,MIN,WR,114.5,15,7.6,5.2,8.0,10.0,2.7,,8.1,15.0,17.7,2.2,2.1,0.0,24.2,6.2,5.9,5.8,1.4,
Joey Harrington,DET,QB,113.4,12,9.5,16.1,1.2,,6.7,4.1,7.2,,,12.2,22.5,7.3,0.4,,,7.1,7.0,21.6
Marion Barber,DAL,RB,113.3,13,8.7,0.0,,,0.1,,7.1,10.6,28.2,,13.6,17.3,3.6,0.8,13.4,9.6,3.5,5.5
Tony Fisher,GB,RB,112.6,13,8.7,6.4,7.3,,0.0,11.9,,4.5,13.8,,,7.9,7.2,15.3,0.6,9.4,16.3,12.0
Mark Clayton,BAL,WR,112.4,13,8.7,9.4,3.7,,1.4,5.1,1.9,,,,2.3,8.3,4.0,16.1,24.5,11.8,19.8,4.1
Tennessee Titans,TEN,DST,112.0,16,7.0,-1.0,23.0,18.0,-1.0,10.0,1.0,7.0,9.0,5.0,,9.0,11.0,1.0,11.0,1.0,7.0,1.0
Greg Lewis,PHI,WR,111.4,16,7.0,9.4,13.9,13.8,8.0,6.6,,7.0,2.5,10.7,7.2,9.9,1.9,1.9,1.8,6.6,0.0,10.2
Chris Simms,TB,QB,111.3,11,10.1,,,,,,2.8,,12.4,10.4,23.7,3.7,8.7,8.6,5.4,6.1,15.6,13.9
