Player,Team,Position,Points,Games,Avg,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17
Philadelphia Eagles,PHI,DST,153.0,16,9.6,9.0,9.0,13.0,10.0,24.0,4.0,6.0,7.0,,15.0,5.0,-2.0,4.0,13.0,15.0,13.0,8.0
Matt Hasselbeck,SEA,QB,152.6,12,12.7,9.9,8.6,23.1,5.7,,24.9,9.1,,,,,15.5,4.7,24.9,9.1,4.6,12.5
Deion Branch,SEA,WR,152.5,14,10.9,,,5.1,8.7,,27.5,10.0,6.5,16.1,5.2,24.3,7.8,5.6,8.4,9.4,11.1,6.8
Mike Bell,DEN,RB,151.5,14,10.8,18.8,6.6,1.2,,,0.2,2.5,27.3,11.8,,24.7,6.3,1.2,4.6,18.1,15.2,13.0
Chris Henry,CIN,WR,150.5,11,13.7,0.5,16.3,23.9,,,,,19.1,9.9,9.8,4.4,21.1,,11.1,,12.0,22.4
Green Bay Packers,GB,DST,150.0,16,9.4,3.0,9.0,11.0,7.0,2.0,,16.0,7.0,6.0,9.0,0.0,14.0,0.0,8.0,16.0,12.0,30.0
Tatum Bell,DEN,RB,150.0,13,11.5,10.3,9.6,16.2,,11.9,19.4,21.6,2.7,,4.5,,,15.1,17.1,6.1,5.0,10.5
Shaun Alexander,SEA,RB,148.4,10,14.8,7.2,16.8,13.9,,,,,,,,4.9,20.1,16.2,10.2,13.3,28.2,17.6
Arnaz Battle,SF,WR,148.1,16,9.3,3.7,10.8,5.8,6.4,19.7,8.9,,6.2,2.2,11.5,16.9,6.6,8.3,2.1,16.5,12.5,10.0
Jason Witten,DAL,TE,145.4,16,9.1,6.3,8.5,,3.9,9.1,4.7,11.2,20.0,10.0,10.8,5.5,6.0,10.3,7.3,10.6,11.0,10.2
Santonio Holmes,PIT,WR,144.7,16,9.0,1.6,2.5,6.0,,4.2,9.1,14.1,6.3,11.8,7.7,18.5,6.1,2.8,12.1,5.5,14.0,22.4
Randy McMichael,MIA,TE,144.0,16,9.0,2.0,6.4,3.5,9.4,14.4,15.2,14.7,,2.1,8.4,7.7,11.5,3.4,6.1,8.1,15.6,15.5
Buffalo Bills,BUF,DST,144.0,16,9.0,14.0,17.0,1.0,8.0,1.0,6.0,3.0,,20.0,11.0,8.0,5.0,7.0,21.0,16.0,0.0,6.0
Devery Henderson,NO,WR,143.9,12,12.0,7.4,14.1,10.6,,,,,0.0,26.1,,25.9,25.8,3.4,17.5,4.0,0.0,9.1
Reuben Droughns,CLE,RB,143.7,14,10.3,2.7,15.2,,14.4,9.8,,10.0,21.2,4.6,11.4,,1.9,22.8,4.9,4.1,9.2,11.5
Charlie Frye,CLE,QB,143.7,13,11.1,15.7,12.8,20.5,15.5,4.1,,8.1,9.5,14.3,13.4,11.7,-0.1,9.1,,,,9.1
Desmond Clark,CHI,TE,143.6,14,10.3,12.7,19.5,5.1,6.9,2.2,10.1,,26.6,6.8,7.2,1.2,3.4,,3.8,31.5,6.6,
L.J. Smith,PHI,TE,143.1,14,10.2,11.6,18.1,10.9,5.8,8.3,14.8,7.8,2.1,,1.8,18.7,12.1,,10.0,11.4,9.7,
Wes Welker,MIA,WR,141.7,16,8.9,10.7,9.1,10.9,9.5,16.7,11.6,9.8,,9.4,7.6,9.9,9.2,9.4,0.9,9.6,2.1,5.3
Leon Washington,NYJ,RB,141.0,16,8.8,0.0,0.0,9.7,5.1,11.9,5.8,26.7,5.1,,5.6,3.9,4.4,14.6,15.3,0.5,17.4,15.0
Reggie Williams,JAC,WR,140.9,16,8.8,16.7,17.5,2.8,25.3,16.2,,0.8,1.6,3.3,2.2,2.5,7.1,9.6,4.6,12.8,2.9,15.0
Travis Taylor,MIN,WR,140.6,16,8.8,3.4,9.5,14.2,7.3,14.4,,4.5,6.0,4.9,5.8,14.7,10.6,2.9,4.0,20.1,1.9,16.4
Donte' Stallworth,PHI,WR,140.5,12,11.7,26.1,19.1,,3.6,,,,8.6,,25.9,11.5,2.9,21.1,12.1,1.5,8.1,0.0
Drew Bennett,TEN,WR,139.7,13,10.8,20.6,13.5,13.4,3.0,,9.0,,3.3,14.1,17.5,1.0,6.5,9.0,17.3,,,11.5
Matt Leinart,ARI,QB,138.8,12,11.6,,,,-0.5,16.5,17.3,4.6,8.5,,12.4,20.0,16.2,11.4,15.0,6.9,10.5,
Jacksonville Jaguars,JAC,DST,138.0,16,8.6,9.0,16.0,2.0,0.0,25.0,,1.0,11.0,17.0,7.0,11.0,2.0,12.0,6.0,10.0,1.0,8.0
Denver Broncos,DEN,DST,138.0,16,8.6,4.0,12.0,5.0,,15.0,15.0,15.0,-1.0,17.0,11.0,7.0,4.0,4.0,-1.0,8.0,10.0,13.0
Bryant Johnson,ARI,WR,137.7,16,8.6,7.1,11.0,6.1,0.0,14.2,9.7,11.7,1.9,,4.4,14.7,8.8,5.8,17.1,5.3,9.3,10.6
Cadillac Williams,TB,RB,135.4,14,9.7,9.7,3.7,14.4,,15.5,13.4,11.3,10.4,5.4,4.4,17.6,7.8,9.7,6.3,5.8,,
Pittsburgh Steelers,PIT,DST,135.0,16,8.4,14.0,7.0,11.0,,6.0,17.0,1.0,12.0,0.0,6.0,10.0,0.0,20.0,8.0,17.0,5.0,1.0
Dallas Cowboys,DAL,DST,132.0,16,8.3,3.0,12.0,,15.0,12.0,13.0,5.0,10.0,3.0,11.0,17.0,9.0,3.0,-3.0,15.0,4.0,3.0
Antonio Bryant,SF,WR,131.3,14,9.4,15.4,23.1,7.6,4.9,5.7,11.8,,14.4,4.4,6.2,4.1,7.3,17.9,4.9,3.6,,
Benjamin Watson,NE,TE,131.3,13,10.1,8.0,6.9,10.4,4.5,7.3,,11.0,22.5,9.4,3.6,18.4,20.7,7.1,1.5,,,
Joe Horn,NO,WR,130.9,10,13.1,4.5,13.8,7.7,13.3,8.8,29.0,,23.6,,,18.3,9.1,2.8,,,,
Brad Johnson,MIN,QB,130.1,15,8.7,12.8,8.1,7.8,12.5,9.9,,11.0,2.3,3.8,12.3,10.4,24.3,-4.8,11.4,7.8,,0.5
D.J. Hackett,SEA,WR,130.0,13,10.0,2.4,,,,,9.6,7.7,11.5,9.8,5.0,3.9,17.7,2.3,20.4,16.7,6.7,16.3
Atlanta Falcons,ATL,DST,129.0,16,8.1,15.0,14.0,2.0,25.0,,6.0,5.0,4.0,4.0,10.0,4.0,1.0,6.0,18.0,6.0,7.0,2.0
Clinton Portis,WAS,RB,128.3,8,16.0,13.0,,30.4,22.0,7.6,24.5,10.4,,16.3,4.1,,,,,,,
Seattle Seahawks,SEA,DST,128.0,16,8.0,12.0,13.0,9.0,-3.0,,9.0,4.0,9.0,19.0,7.0,5.0,11.0,20.0,2.0,0.0,2.0,9.0
Kansas City Chiefs,KC,DST,128.0,16,8.0,3.0,6.0,,22.0,8.0,-1.0,10.0,6.0,9.0,7.0,7.0,8.0,4.0,3.0,7.0,18.0,11.0
Arizona Cardinals,ARI,DST,128.0,16,8.0,5.0,8.0,6.0,10.0,7.0,18.0,15.0,-1.0,,0.0,10.0,9.0,11.0,9.0,7.0,9.0,5.0
Matt Jones,JAC,WR,127.8,13,9.8,11.5,13.3,,3.3,,,,5.2,9.6,2.1,5.9,8.8,24.8,1.7,9.3,16.9,15.4
Wali Lundy,HOU,RB,127.0,13,9.8,5.1,2.5,0.0,,,,20.8,19.9,8.9,11.3,18.3,17.9,12.2,3.1,4.9,,2.1
DeAngelo Williams,CAR,RB,126.4,13,9.7,1.8,20.8,-0.1,8.1,0.4,,,,,4.0,15.8,11.6,30.5,8.6,3.3,9.7,11.9
Greg Jennings,GB,WR,126.2,14,9.0,1.5,18.7,19.1,13.6,21.5,,2.4,,11.9,6.8,3.6,11.0,3.4,10.0,1.5,1.2,
Michael Jenkins,ATL,WR,124.8,16,7.8,16.7,3.4,4.3,5.8,,6.0,10.5,14.3,5.6,9.7,11.3,2.6,14.3,1.6,12.7,2.1,3.9
Carolina Panthers,CAR,DST,123.0,16,7.7,3.0,9.0,5.0,4.0,18.0,9.0,3.0,0.0,,15.0,23.0,4.0,1.0,1.0,-1.0,14.0,15.0
Cincinnati Bengals,CIN,DST,123.0,16,7.7,17.0,7.0,15.0,-2.0,,5.0,6.0,1.0,1.0,-1.0,18.0,24.0,6.0,12.0,2.0,7.0,5.0
Nate Washington,PIT,WR,122.2,16,7.6,12.0,6.2,1.8,,7.5,15.8,16.6,5.9,5.4,4.8,4.4,8.9,10.8,14.7,2.4,1.9,3.1
Brandon Jacobs,NYG,RB,122.2,15,8.2,11.4,3.5,2.8,,6.1,11.3,10.0,10.1,5.0,12.9,4.9,20.8,10.1,1.6,9.2,,2.5
Las Vegas Raiders,LV,DST,122.0,16,7.6,0.0,3.0,,14.0,1.0,8.0,13.0,29.0,4.0,9.0,3.0,3.0,16.0,8.0,5.0,5.0,1.0
Damon Huard,KC,QB,121.4,10,12.1,10.4,5.9,,16.7,19.4,4.5,18.1,18.3,17.9,8.0,,,,,,,2.2
Rod Smith,DEN,WR,120.7,16,7.5,6.4,3.1,10.4,,13.0,2.2,12.9,4.8,14.6,7.9,4.5,7.9,1.6,5.0,14.0,1.5,10.9
Eric Moulds,HOU,WR,119.3,15,8.0,18.8,9.9,6.7,11.6,,8.4,4.6,6.5,5.4,4.4,12.4,17.9,1.3,1.7,6.6,,3.1
New York Jets,NYJ,DST,119.0,16,7.4,9.0,6.0,16.0,1.0,-3.0,7.0,5.0,6.0,,9.0,5.0,10.0,12.0,5.0,9.0,7.0,15.0
Michael Pittman,TB,RB,118.0,16,7.4,1.6,4.7,4.8,,7.8,5.1,5.7,9.0,9.0,1.0,6.8,4.1,1.6,14.7,7.5,20.7,13.9
New York Giants,NYG,DST,117.0,16,7.3,3.0,3.0,8.0,,10.0,12.0,22.0,11.0,7.0,7.0,2.0,6.0,5.0,12.0,5.0,0.0,4.0
Tennessee Titans,TEN,DST,117.0,16,7.3,6.0,-4.0,12.0,-2.0,5.0,7.0,,21.0,1.0,7.0,16.0,4.0,5.0,3.0,31.0,6.0,-1.0
